license_id,issued,license_type,tier,status,trade_name,owner,address,city,zip,county,phone
200203842,2026-09-08,BG,Retail,Active,MELITA'S RESTAURANT & BAR,"MELIDA'S RESTAURANT & BAR, LLC",9233 Clay Rd,Houston,77080,Harris,
200203899,2026-09-08,MB,Retail,Active,Hilton Garden Inn Dallas Market Center,DRM CONCESSIONS LLC,2325 N Stemmons Fwy,Dallas,75207,Dallas,
200204548,2026-09-08,BQ,Retail,Active,Sun City Meat Market Socorro,"Sun City Meat Market Socorro, LLC",9917 N Loop Dr,Socorro,79927,El Paso,
200204609,2026-09-08,BG,Retail,Active,Galveston Poker House - Daiquiri Bar,Galveston Poker House LLC,215 23rd street,Galveston,77550,Galveston,
200204685,2026-09-08,D,Manufacturing,Active,Spirit Guide Distillery LLC,Spirit Guide Distillery LLC,2215 S County Road 1244,Midland,79706,Midland,
200204845,2026-09-08,MB,Retail,Active,Elyson Cocktail Bar and Kitchen,Elyson Hospitality Group LLC,6845 Peek Rd Ste 210,Katy,77449,Harris,
200205171,2026-09-08,N,Retail,Active,HASKELL OUTPOST,HASKELL OUTPOST PRIVATE CLUB,1006 S AVE E,Haskell,79521,Haskell,
200205202,2026-09-08,BG,Retail,Active,Los Mismos Restaurant #2,Los Mismos De Siempre LLC,1004 N Closner Blvd,Edinburg,78541,Hidalgo,
200205573,2026-09-08,BF,Retail,Active,Casey's #4804,Casey's Marketing Company,8306 N State Highway 6,Waco,76712,McLennan,
200205583,2026-09-08,P,Retail,Active,TX LIQUOR,PEAKNEST LLC,3923 US-82 E,Paris,75462,Lamar,
200205646,2026-09-08,MB,Retail,Active,L & I,Here's A Bar LP,7979 Inwood Rd,Dallas,75209,Dallas,
200205838,2026-09-08,MB,Retail,Active,McIntyre's River Mill,McIntyre NB LLC,478 Porter St,New Braunfels,78130,Comal,
200205844,2026-09-08,MB,Retail,Active,El Captain,Ironchef LLC,708 South Interstate 35,Georgetown,78626,Williamson,
200205880,2026-09-08,MB,Retail,Active,Electric Agave,7 Electric Agaves LLC,7425 W Adams Ave Suite 100,Temple,76502,Bell,
200206021,2026-09-08,BG,Retail,Active,Trakstar,Hamdan Energy Holdings LLC,10600 Fondren Rd,Houston,77096,Harris,
200206116,2026-09-08,BQ,Retail,Active,CORNER STOP,AIRAH ENTERPRISE LLC,11402 Hughes Rd,Houston,77089,Harris,
200206201,2026-09-08,MB,Retail,Active,Taqueria De Diez,Taqueria 103 LLC,3023 Guadalupe St,Austin,78705,Travis,
200206356,2026-09-08,Q,Retail,Active,Star Field Beer and Wine,Kinsam LLC,2301 N Collins St Ste 190,Arlington,76011,Tarrant,
200206382,2026-09-08,MB,Retail,Active,La Katrina Tortilleria Snacks and More LLC,"La Katrina Tortilleria, Snacks and More LLC",1460 League Line Rd,Conroe,77304,Montgomery,
200206497,2026-09-08,D,Manufacturing,Active,Cowgirl Water,"Cowgirl Water, Inc.",225 S Charles St,Lewisville,75057,Denton,
200206508,2026-09-08,Q,Retail,Active,Casey's #4753,Casey's Marketing Company,4305 Bellmead Dr.,Bellmead,76706,McLennan,
200206571,2026-09-08,NT,Retail,Active,,MEXICAN HERITAGE SOCIETY OF PORT ARTHUR TEXAS,3401 Cultural Center Dr,Port Arthur,77642,Jefferson,
200206678,2026-09-08,NT,Retail,Active,,St. Nicholas Greek Orthodox Church,124 S Festival Dr,El Paso,79912,El Paso,
200206699,2026-09-08,MB,Retail,Active,The Tradition - Buffalo Speedway,"Houston 9339 Senior Housing BEVCO KC, LLC",9339 Buffalo Speedway,Houston,77025,Harris,
200206738,2026-09-08,S,Manufacturing,Active,Big Easy Whiskey,Big Easy Whiskey LLC,1512 Robert C. Blakes Sr. Dr,New Orleans,70130,,
200206824,2026-09-08,P,Retail,Active,Liquor Haus,Oasis Capital Venture LLC,10911 FM 359 RD,Richmond,77406,Fort Bend,
200206908,2026-09-08,Q,Retail,Active,7-Eleven Convenience Store #24008A,7-ELEVEN BEVERAGE COMPANY INC.&DIYA ANNA LLC,5101 N Lamar Blvd,Austin,78751,Travis,
200206913,2026-09-08,Q,Retail,Active,7-Eleven Convenience Store #33112B,7-ELEVEN BEVERAGE COMPANY INC.&DIYA ANNA LLC,1515 Cypress Creek Road,Cedar Park,78613,Williamson,
200206916,2026-09-08,BG,Retail,Active,Slowpokes,"Slow Westgrove, LLC",3001 W 11th St,Houston,77008,Harris,
200207235,2026-09-08,NT,Retail,Active,,Houston Vital Signs,8233 Will Clayton Pkwy,Humble,77338,Harris,
200207257,2026-09-08,NT,Retail,Active,,St Vincent de Paul Catholic Church,9500 Neenah Ave,Austin,78717,Williamson,
200207364,2026-09-08,NT,Retail,Active,,McKinney Downtown business Redevelopment,111 N Tennessee St,Mckinney,75069,Collin,
200207377,2026-09-08,NT,Retail,Active,,Texas Gun Sense,710 W Cesar Chavez St,Austin,78701,Travis,
200207397,2026-09-08,NT,Retail,Active,,Flamenco fever,1050 N Westmoreland Rd #328,Dallas,75208,Dallas,
200207432,2026-09-08,NT,Retail,Active,,Knights of Columbus Council 10816,800 S Graham Ave,Stephenville,76401,Erath,
200207457,2026-09-08,NT,Retail,Active,,Navidad en el Barrio,10510 Harwin Dr.,Houston,77036,Harris,
200207632,2026-09-08,NT,Retail,Active,,Gregg County Historical Museum,105 Cortland Cir,Longview,75605,Gregg,
200207635,2026-09-08,NT,Retail,Active,,Denton Parks Foundation,700 Oakland St,Denton,76201,Denton,
200207645,2026-09-08,NT,Retail,Active,,El Amistad Club,221 E Main St,Round Rock,78664,Williamson,
200207651,2026-09-08,NT,Retail,Active,,St. Brigid Catholic Church,6907 Kitchener St,San Antonio,78240,Bexar,
200207901,2026-09-08,S,Manufacturing,Active,GEO US Trading Inc.,Geo Us Trading Inc.,28915 N Herky Dr,Lake Bluff,60044,,
200207973,2026-09-08,NT,Retail,Active,,Edinburg Arts Foundation,315 W McIntyre Street,Edinburg,78541,Hidalgo,
200208070,2026-09-08,NT,Retail,Active,,"East TexasPerformaning Arts, Inc.",110 E Houston St,Marshall,75670,Harrison,
200208116,2026-09-08,C,Other,Active,GENCONIAN'S TRANSPORT INC,GENCONIAN'S TRANSPORT INC,9777 Enterprise Way SE,Calgary,T3S 0,,
200208203,2026-09-08,S,Manufacturing,Active,"Louisiana Distilleries, L.L.C.","Louisiana Distilleries, L.L.C.",1813 Erin St #369,Jackson,70748,,
200208270,2026-09-08,S,Manufacturing,Active,Watershed Imports LLC,Watershed Imports LLC,908 Norwalk Ln,Austin,78703,Travis,
200208284,2026-09-08,NT,Retail,Active,,Rotary Club of La Grange,151 E. Travis P.O. Box M,La Grange,78945,Fayette,
200208297,2026-09-08,NT,Retail,Active,,Our Lady of Peace Catholic Church,406 S. 6th Street,Alpine,79830,Brewster,
200208347,2026-09-08,NT,Retail,Active,,St. John The Baptist Greek Orthodox Church,303 Cullum Drive,Euless,76040,Tarrant,
200208389,2026-09-08,S,Manufacturing,Active,Luther Dryers Lemonades LLC,LUTHER DRYERS LEMONADES LLC,1015 Rockhouse Ct,Monroe,28110,,
200208399,2026-09-08,NT,Retail,Active,,Asociacion De Charros De San Antonio,6126 Padre Dr,San Antonio,78214,Bexar,
200208404,2026-09-08,S,Manufacturing,Active,B A G Irlandes LLC,B A G Irlandes LLC,401 Ryland St,Reno,89502,,
200208420,2026-09-08,S,Manufacturing,Active,RJKBCK LLC,"RJKBCK, LLC",1227 Cheshire Lane,Houston,77018,Harris,
200208523,2026-09-08,NT,Retail,Active,,St Patrick Catholic Church Canutillo,7065 2nd Ave,Canutillo,79835,El Paso,
200208524,2026-09-08,NT,Retail,Active,,Charlie Willie Foundation,4700 Airport Dr,Denison,75020,Grayson,
200208571,2026-09-08,NT,Retail,Active,,THEATRE THREE INC,2688 Laclede St,Dallas,75201,Dallas,
200205841,2026-09-05,MB,Retail,Active,UFCU Stadium,Aramark Educational Services of Texas LLC,1100 Aquarena Springs Dr,San Marcos,78666,Hays,
200205842,2026-09-05,BG,Retail,Active,UFCU Stadium,Aramark Educational Services of Texas LLC,1100 Aquarena Springs Dr,San Marcos,78666,Hays,
