license_id,issued,license_type,tier,status,trade_name,owner,address,city,zip,county,phone
200207661,2026-09-18,NT,Retail,Active,,"Love For Kids,Inc",3216 Royalty Row,Irving,75062,Dallas,
200207712,2026-09-18,BQ,Retail,Active,Panthers 43,Panthers Petroleum II LLC,11915 US HWY 190 W,Livingston,77351,Polk,
200207904,2026-09-18,S,Manufacturing,Active,10 Torr Distilling and Brewing,10 Torr Distilling and Brewing LLC,490 Mill Street,Reno,89502,,
200207915,2026-09-18,Q,Retail,Active,Roadster #29,Westover Hills Store LLC,10970 State Highway 151,San Antonio,78251,Bexar,
200207997,2026-09-18,Q,Retail,Active,Fuel Run,ASHSAN INC.,260 E Hwy 6,Alvin,77511,Brazoria,
200208011,2026-09-18,Q,Retail,Active,CENTURY FOOD MART,CENTURY FOOD MART LLC,500 S Bell Blvd,Cedar Park,78613,Williamson,
200208068,2026-09-18,MB,Retail,Active,HYATT PLACE GRAND PRAIRIE,CAD HOSPITALITY LLC,1542 N STATE HIGHWAY 360,Grand Prairie,75050,Tarrant,
200208360,2026-09-18,NT,Retail,Active,,MAJIC 95 TURKEYS TOYS,811 W Frio St,Pearsall,78061,Frio,
200208707,2026-09-18,NT,Retail,Active,,Dallas USBG,3711 Autry Pk Dr,Houston,77019,Harris,
200208769,2026-09-18,NT,Retail,Active,,Jack of Hearts,25 American Legion Dr,Bastrop,78602,Bastrop,
200208799,2026-09-18,NT,Retail,Active,,Dallas Theater Center,3636 Turtle Creek Blvd,Dallas,75219,Dallas,
200209046,2026-09-18,NT,Retail,Active,,River Ranch Educational Charities,2310 Alma Dr,Allen,75013,Collin,
200209078,2026-09-18,NT,Retail,Active,,St Pius X Church,3303 Urban Crest Dr,San Antonio,78209,Bexar,
200209108,2026-09-18,C,Other,Active,ADUT GLOBAL,ADUT GLOBAL LLC,1699 Wall St,Mount Prospect,60056,,
200209126,2026-09-18,S,Manufacturing,Active,Mate Maker,Mate Maker Beverages Inc.,30211 Avenida de las Banderas,Rancho Santa Margarita,92688,,
200209183,2026-09-18,NT,Retail,Active,,Orange County Special Angels Rodeo,11475 FM1442,Orange,77630,Orange,
200209268,2026-09-18,S,Manufacturing,Active,Camins 2 Dreams,Kalawashaq Wine Cellars,313 N F St,Lompoc,93436,,
200209357,2026-09-18,NT,Retail,Active,,MUJERES POR UN NUEVO AMANECER A.C,"480 County Road 616, Alvarado, TX, USA",Alvarado,76009,Johnson,
200209460,2026-09-18,S,Manufacturing,Active,Santa Fe Spirits,"Santa Fe Spirits Holding, LLC",7505 Mallard Way,Santa Fe,87507,,
200209473,2026-09-18,NT,Retail,Active,,"Arts On Ta, Inc dba Arts Fifth Avenue",1628 5th Ave,Fort Worth,76104,Tarrant,
200209516,2026-09-18,NT,Retail,Active,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
200209517,2026-09-18,NT,Retail,Active,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
200209522,2026-09-18,NT,Retail,Active,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
200209523,2026-09-18,NT,Retail,Active,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
200209524,2026-09-18,NT,Retail,Active,,The Warriors Keep,9 Cowboys Way,Frisco,75034,Collin,
200209551,2026-09-18,NT,Retail,Active,,No. 1 British Flying Training School Museum,108 S Catherine St,Terrell,75160,Kaufman,
200195267,2026-09-17,Q,Retail,Active,Penny's Food & Fuel #13,FIVE RIVER PETROLEUM INC.,6801 S Hulen St,Fort Worth,76133,Tarrant,
200200057,2026-09-17,BQ,Retail,Active,QuikTrip #4063,OKLAHOMA QUIKTRIP BEVERAGE CORPORATION,1530 W Loop 1604 N,San Antonio,78251,Bexar,
200200436,2026-09-17,BG,Retail,Active,August Sun LLC,"August Sun, LLC",805 Pecos St,Lockhart,78644,Caldwell,
200200916,2026-09-17,P,Retail,Active,Belton Liquor Cheers,Centex retails LLC,7379 W US Hwy 190 Service Rd,Belton,76513,Bell,
200201048,2026-09-17,Q,Retail,Active,S-K FOOD MART,S-K NOGALITOS LLC.,730 NOGALITOS STREET,San Antonio,78204,Bexar,
200203186,2026-09-17,BG,Retail,Active,The Neon Moon Club,HRH Hospitality LLC,5212 7th St,Bay City,77414,Matagorda,
200204074,2026-09-17,BF,Retail,Active,Los Gonzalez Quality Meats,Los Gonzalez Quality Meats LLC,416 S Commercial St ste A,Aransas Pass,78336,San Patricio,
200204181,2026-09-17,NT,Retail,Active,,Kingsland Lake LBJ Chamber of Commerce,105 Rangeway Cir,Kingsland,78639,Burnet,
200204200,2026-09-17,Q,Retail,Active,7-Eleven Convenience Store #42756A,Shaligram Group LLC,12351 Hwy. 380 W.,Krum,76249,Denton,
200204232,2026-09-17,BQ,Retail,Active,Toot'n Totum Food Stores LLC # 148,TOOT 'N TOTUM FOOD STORES LLC,4402 4th Street,Lubbock,79416,Lubbock,
200205928,2026-09-17,Q,Retail,Active,Joshua C Store,A Kam Investment LLC,601 S Broadway St,Joshua,76058,Johnson,
200205932,2026-09-17,BG,Retail,Active,510@park,Park@510 LLC,510 S Alamo St Suite 101 & 102,San Antonio,78205,Bexar,
200207293,2026-09-17,BG,Retail,Active,SALENTO COFFEE,SALENTO COFFEE INC.,2407 Rice Boulevard #A,Houston,77005,Harris,
200207439,2026-09-17,BQ,Retail,Active,HOP STOP #7,LADERA OPERATIONS LLC,2466 Avenue M Ext Ste A,Conroe,77301,Montgomery,
200207965,2026-09-17,NT,Retail,Active,,Bee County Western Week,214 FM351,Beeville,78102,Bee,
200207999,2026-09-17,BG,Retail,Active,Birria House,Birria House 2 LLC,8808 TX-146,Baytown,77523,Chambers,
200208053,2026-09-17,BN,Manufacturing,Active,"Americal Beverage Group, Inc.",AMERICAL BEVERAGE GROUP INC.,1810 S El Camino Real,San Clemente,92672,,
200208121,2026-09-17,NT,Retail,Active,,TAILS OF HOPE INC,601 E Baker St,Brownwood,76801,Brown,
200208505,2026-09-17,NT,Retail,Active,,St Matthew Catholic Church,9915 Hollister St,Houston,77040,Harris,
200208572,2026-09-17,NT,Retail,Active,,La Izquierda Fest Inc.,1923 Boddeker Rd,Galveston,77550,Galveston,
200208626,2026-09-17,NT,Retail,Active,,Blessed Sacrament Parish,9025 Diana Dr,El Paso,79904,El Paso,
200208674,2026-09-17,NT,Retail,Active,,Johnson County Children's Advocacy Center,1304 Country Club Road,Cleburne,76033,Johnson,
200208675,2026-09-17,NT,Retail,Active,,SACRED HEART OF JESUS CATHOLIC CHURCH,PO BOX 722,Von Ormy,78073,Bexar,
200208894,2026-09-17,NT,Retail,Active,,MAJIC 95 TURKEYS TOYS,4325 Fourth St,Robstown,78380,Nueces,
200209175,2026-09-17,DS,Manufacturing,Active,Mars Estates,Mars Wine Cellars Inc,4455 St Helena Hwy,Calistoga,94515,,
200209189,2026-09-17,NT,Retail,Active,,The Warriors Keep,142 N Ohio St,Celina,75009,Collin,
200209193,2026-09-17,NT,Retail,Active,,The Warriors Keep,142 N Ohio St,Celina,75009,Collin,
200209194,2026-09-17,NT,Retail,Active,,The Warriors Keep,142 N Ohio St,Celina,75009,Collin,
200209212,2026-09-17,NT,Retail,Active,,Texas Restaurant Association Permian Basin Chapter,2514 Arena Trl,Midland,79701,Midland,
200209274,2026-09-17,NT,Retail,Active,,Cristo Rey Catholic Church,8011 Williamette Ave,El Paso,79907,El Paso,
200209302,2026-09-17,NT,Retail,Active,,Brazoria County Fat Stock and Fair Association In,901 S Downing St,Angleton,77515,Brazoria,
200200312,2026-09-16,Q,Retail,Active,Handi Stop #15,Nahar Business Inc,18903 FM 1488 Rd,Magnolia,77355,Montgomery,
200200573,2026-09-16,MB,Retail,Active,MAD TURKEY,M.T. RESTAURANTS 4343 LLC,4343 W CAMP Wisdom STE 100,Dallas,75237,Dallas,
200200586,2026-09-16,MB,Retail,Active,Warehouse 150,The JECE Group LLC,113 E Concho Ave STE 150,San Angelo,76903,Tom Green,
200200850,2026-09-16,P,Retail,Active,LIQUOR BEE'S,AFA LIQUOR INC,8338 N Loop 1604 W,San Antonio,78249,Bexar,
200201889,2026-09-16,MB,Retail,Active,One Night By Arabian,One Night By Arabian LLC,11573 S Wilcrest Dr,Houston,77099,Harris,
200203084,2026-09-16,MB,Retail,Active,On the Patio Restaurant & Sportsbar,On The Patio 3 LLC,301 Martin Ave,Springtown,76082,Parker,
200203142,2026-09-16,MB,Retail,Active,Golf Lounge 18,Manadair Golf Co.,"12901 North I- 35 Service Road, Austin, TX, USA",Austin,78753,Travis,
200204566,2026-09-16,Q,Retail,Active,Teddys 414,1010 Fuels LLC,5271 FM 1010,Cleveland,77327,Liberty,
200204794,2026-09-16,BG,Retail,Active,Island Breeze Jamaican Restaurant,Island Breeze Jamaican Restaurant LLC,18311 T C Jester Blvd,Spring,77379,Harris,
200205282,2026-09-16,MB,Retail,Active,Pat's Place,Bayou Boys Enterprises LLC,2717 N Alexander Dr,Baytown,77520,Harris,
200205360,2026-09-16,MB,Retail,Active,Lanciano's Mediterranean Tavern,"AKW Enterprises II, LLC",201 E Pearl St,Granbury,76048,Hood,
200206227,2026-09-16,MB,Retail,Active,Arroyo's Tex-Mex,"Arroyo’s Tex-Mex, LLC",930 Parker Square Rd,Flower Mound,75028,Denton,
200206545,2026-09-16,MB,Retail,Active,Hyatt Centric Austin,"HC Austin F&B, LLC",721 Congress Ave,Austin,78701,Travis,
200207045,2026-09-16,MB,Retail,Active,BANKHEAD HIDEAWAY,BANKHEAD HIDEAWAY LLC,2611 W Hwy 80,Big Spring,79720,Howard,
200207378,2026-09-16,Q,Retail,Active,Checkout #90,KUIFS PETROLEUM L.P.,2502 Ella Blvd,Houston,77008,Harris,
200207471,2026-09-16,MB,Retail,Active,Buffalo Wild Wings,2MA Foods LLC,2610 NE Bob Bullock Lp,Laredo,78045,Webb,
200207472,2026-09-16,MB,Retail,Active,OTG Management IAH LLC,OTG Management IAH LLC,3100 N Terminal Rd,Houston,77032,Harris,
200207613,2026-09-16,NT,Retail,Active,,Princess Pocahontas Council of Laredo,4653 Casa Blanca Lake Rd,Laredo,78041,Webb,
200207828,2026-09-16,DS,Manufacturing,Active,The Williamsburg Winery,THE WILLIAMSBURG WINERY LTD.,5800 Wessex Hundred,Williamsburg,23185,,
200207885,2026-09-16,BQ,Retail,Active,Murphy USA #7609,864 BEVERAGE INC,2101 Rodd Field Rd,Corpus Christi,78414,Nueces,
200207888,2026-09-16,BQ,Retail,Active,LOS COMALES MEAT MARKET #1,EVJ INVESTMENTS LLC,2372 FM 1960 RD W,Houston,77068,Harris,
200208644,2026-09-16,NT,Retail,Active,,TCISD Foundation for the Future,2010 5th Ave N,Texas City,77590,Galveston,
200208648,2026-09-16,NT,Retail,Active,,St. Anthony The Great Orthodox Christian Church,7202 Farm to Market 2920,Spring,77379,Harris,
200208656,2026-09-16,NT,Retail,Active,,St. Martin de Porres Catholic Church,12606 Crosby Lynchburg Rd.,Crosby,77532,Harris,
200208768,2026-09-16,NT,Retail,Active,,Guadalupe County Agriculture Fair,950 S Austin St,Seguin,78155,Guadalupe,
200208901,2026-09-16,NT,Retail,Active,,Knights of Columbus (5232 Stella Maris),816 Park Dr,La Porte,77571,Harris,
200208937,2026-09-16,NT,Retail,Active,,Wharton County Hispanic Chamber of Commerce,2350 N Mechanic St,El Campo,77437,Wharton,
200208996,2026-09-16,NT,Retail,Active,,Blessed Sacrament Catholic Church,780 Porter St,Beaumont,77701,Jefferson,
200209014,2026-09-16,NT,Retail,Active,,Delta County Cotton Harvest Festival,71 N Side Square,Cooper,75432,Delta,
200209032,2026-09-16,NT,Retail,Active,,St. Mary of the Assumption Catholic Church,405 St Mary's Rd,Rosanky,78953,Bastrop,
200209136,2026-09-16,NT,Retail,Active,,City of Combes,21581 Hand Rd,Harlingen,78552,Cameron,
200209143,2026-09-16,NT,Retail,Active,,Spring Branch Post No654 AmericanLegion Dept of TX,7003 Red Coral Dr,Pasadena,77505,Harris,
200209151,2026-09-16,NT,Retail,Active,,Richardson Children's Theatre dba Repertory Compan,1509 H Ave,Plano,75074,Collin,
200209180,2026-09-16,NT,Retail,Active,,St. Peter Claver Church,6005 N Wayside Dr,Houston,77028,Harris,
200209202,2026-09-16,DS,Manufacturing,Active,Kelley & Young Wines,Kelley & Young Wines LLC,5465 Red Winery Road,Geyserville,95441,,
200209206,2026-09-16,NT,Retail,Active,,San Antonio de Padua Catholic Church,503 Hunter Dr,El Paso,79915,El Paso,
200209235,2026-09-16,NT,Retail,Active,,Kitchen Dog Theater Company,4774 Algiers St,Dallas,75207,Dallas,
200209246,2026-09-16,NT,Retail,Active,,Brazoria County Fat Stock and Fair Association In,901 S Downing St,Angleton,77515,Brazoria,
200191481,2026-09-15,BG,Retail,Active,La Coronela Mexican Restaurant Inc,La Coronela Mexican Restaurant Inc,201 N New Braunfels Ave,San Antonio,78202,Bexar,
200197259,2026-09-15,MB,Retail,Active,Division Pizza Kitchen,DIVISION BREWING LLC,513 E Abram St,Arlington,76010,Tarrant,
200198378,2026-09-15,MB,Retail,Active,Flor Y Miel,Flor Y Miel LLC,4705 Inker St,Houston,77007,Harris,
200198603,2026-09-15,BG,Retail,Active,HEB Food Store 822 (BBQ),HEB Beverage Company LLC,1074 E McCarty Ln,San Marcos,78666,Hays,
200201767,2026-09-15,BG,Retail,Active,El Guajirito,El Guajirito LLC,3316 Shaver St Ste 9,Pasadena,77504,Harris,
200202599,2026-09-15,BG,Retail,Active,Domo,Domo Heights LLC,1420 N Durham Dr,Houston,77008,Harris,
200203559,2026-09-15,MB,Retail,Active,Fuego Inka,Fuego Inka LLC,19300 Hwy 6,Manvel,77578,Brazoria,
200204460,2026-09-15,MB,Retail,Active,ADRIAN'S MEXICAN FOOD,LA TAQUERIA GROUP LLC,20323 FM 529 RD,Cypress,77433,Harris,
200204600,2026-09-15,NT,Retail,Active,,Big Heros,1 Event Center,Brownsville,78526,Cameron,
200204762,2026-09-15,Q,Retail,Active,Lusso Pasta and Market,"Lusso, LLC",224 E Virginia St,Mckinney,75069,Collin,
200204838,2026-09-15,Q,Retail,Active,North End Grocery,SHIVAMSAGAR INC.,400 McKinney Ave,Princeton,75407,Collin,
200205018,2026-09-15,BQ,Retail,Active,7-Eleven Convenience Store #32914J,7-ELEVEN BEVERAGE COMPANY INC. (2929702),6122 Broadway Blvd,Garland,75043,Dallas,
200205272,2026-09-15,Q,Retail,Active,2604 RDR Operations LLC,2604 RDR Operations LLC,2604 Towne Centre Dr Suite 1,Mesquite,75150,Dallas,
200205291,2026-09-15,BQ,Retail,Active,LILLY FOODS,THREEFOLD COMMERCE LLC,1201 AUSTIN AVE,Brownwood,76801,Brown,
200205321,2026-09-15,Q,Retail,Active,Red Dirt Market,Sherpa Market 7 Inc,911 W Main St,Nacogdoches,75964,Nacogdoches,
200205569,2026-09-15,N,Retail,Active,BROWN DOG,BROWN DOG PRIVATE CLUB,13851 S Farm to Market 4,Santo,76472,Palo Pinto,
200205718,2026-09-15,BQ,Retail,Active,EL PATRON DRIVE THRU,YOLANDA RIVAS,5173 Jm Martinez St,Rio Grande City,78582,Starr,
200205792,2026-09-15,Q,Retail,Active,7-Eleven Convenience Store #41632A,Meher Stores Corp,7800 N Interstate Hwy 35,Austin,78735,Travis,
200206029,2026-09-15,NT,Retail,Active,,The Houston Saengerbund,1703 Heights Blvd,Houston,77008,Harris,
200206109,2026-09-15,MB,Retail,Active,Desoto Crafty Crab,Desoto Crafty Crab INC,1003 N Interstate 35 E Rd,Desoto,75115,Dallas,
200206123,2026-09-15,MB,Retail,Active,Las Islas Marias,JALNAY CORP,10325 Lake June Rd,Dallas,75217,Dallas,
200206217,2026-09-15,Q,Retail,Active,Pitstop Express #64,Leewood Grocery LLC,11249 Bissonnet St,Houston,77099,Harris,
200206566,2026-09-15,Q,Retail,Active,HEB Food Store 176,HEB Beverage Company LLC,3375 S IH 35,San Marcos,78666,Hays,
200206947,2026-09-15,MB,Retail,Active,Texas Roadhouse,ROADHOUSE ENTERPRISES INC.,4107 East US Hwy 377,Granbury,76049,Hood,
200207033,2026-09-15,NT,Retail,Active,,Roger Crouch Memorial Scholarship,1001 E Central Ave,Nixon,78140,Gonzales,
200207147,2026-09-15,DS,Manufacturing,Active,Swick Wines,Swick Wine Cellars LLC,28005 NE Bell Rd,Newberg,97132,,
200207313,2026-09-15,P,Retail,Active,Tequila Happens,"El Sazon de Michoacan, LLC",15315 Highway 105 W,Montgomery,77356,Montgomery,
200207360,2026-09-15,MB,Retail,Active,Travis County Country Club,"TC3 Guys, LLC",716 W 6th St,Austin,78701,Travis,
200207392,2026-09-15,BN,Manufacturing,Active,NV BROUWERIJ BOON SA-THE BOON BREWERY,N.V.BROUWERIJ BOON S.A./THE BOON BREWERY,Fonteinstraat 65,Halle,1502,,
200207630,2026-09-15,NT,Retail,Active,,Holy Family of Nazareth Catholic Parish,2323 Cheyenne St,Irving,75062,Dallas,
200207839,2026-09-15,BQ,Retail,Active,Kings Mart,Punaw LLC,3818 N Hampton Rd,Dallas,75212,Dallas,
200207840,2026-09-15,NT,Retail,Active,,Pan American Civic Association,"500 I-69N Frontage Rd, Robstown, TX, USA",Robstown,78380,Nueces,
200207957,2026-09-15,NT,Retail,Active,,St. Joseph Church,108 S Washington Dr,Devine,78016,Medina,
200208154,2026-09-15,NT,Retail,Active,,Child Advocates,9401 Knight Rd,Houston,77045,Harris,
200208422,2026-09-15,NT,Retail,Active,,Court Appointed Special Advocates of Milam County,2732 Co Rd 430,Thorndale,76577,Milam,
200208424,2026-09-15,NT,Retail,Active,,Pedernales Creative Arts Alliance / Oktoberfest,100 W Main St,Fredericksburg,78624,Gillespie,
200208501,2026-09-15,NT,Retail,Active,,Ladies in Film & Television,2800 S Center St,Arlington,76014,Tarrant,
200208529,2026-09-15,NT,Retail,Active,,Lopez Sports & Entertainment,331 United Leuva Cir,Houston,77060,Harris,
200208570,2026-09-15,BN,Manufacturing,Active,BROUWERIJ VAN STEENBERGE,BROUWERIJ VAN STEENBERGE,LINDENLAAN 25,Ertvelde,9940,,
200208585,2026-09-15,NT,Retail,Active,,"Harper Community Park Assoc.,Inc.",211 Pioneer Park Drive,Harper,78631,Gillespie,
200208645,2026-09-15,NT,Retail,Active,,Fort Bend County Fair Association,4310 TX-36,Rosenberg,77471,Fort Bend,
200208757,2026-09-15,NT,Retail,Active,,Narciso Martinez Cultural Arts Center,900 N Arroyo Blvd,Los Fresnos,78566,Cameron,
200208899,2026-09-15,C,Other,Active,Merrell Transport LLC,Merrell Transport LLC,17345 E Admiral Pl,Tulsa,74116,,
200208924,2026-09-15,NT,Retail,Active,,St Roch Catholic Church,1600 Frelsburg Rd,Alleyton,78935,Colorado,
200209017,2026-09-15,NT,Retail,Active,,ST. PHILIP NERI CATHOLIC CHURCH,10960 Martin Luther King Blvd,Houston,77048,Harris,
200209026,2026-09-15,NT,Retail,Active,,St. Mary's Catholic Church San Angelo,11 W Ave N,San Angelo,76903,Tom Green,
200209100,2026-09-15,NT,Retail,Active,,The Weatherford Square Initiative Inc dba Downtown,224 North Main,Weatherford,76086,Parker,
200209134,2026-09-15,NT,Retail,Active,,Don Harrington Discovery Center Foundation Inc,1200 Streit Drive,Amarillo,79106,Potter,
200194860,2026-09-14,BQ,Retail,Active,FJ Mini Mart,FJ Express Inc,5901 Donnelly Ave,Fort Worth,76107,Tarrant,
200197965,2026-09-14,BG,Retail,Active,Dutchman Grill & Oyster Bar,Dutchman Grill LLC,3300 Bayport Blvd,Seabrook,77586,Harris,
200199695,2026-09-14,MB,Retail,Active,EL TARASCO RESTAURANT,EL TARASCO RESTAURANT GROUP LLC,1001 S Raul Longoria Rd STE 1 & 2,Edinburg,78542,Hidalgo,
200200658,2026-09-14,BG,Retail,Active,Super Ofertas Loya,Tomas Loya,638 Fairgrounds Dr,Rio Grande City,78582,Starr,
200201782,2026-09-14,D,Manufacturing,Active,First Sip Distillery,First Sip Distillery Inc.,4020 W State Highway 29,Llano,78643,Llano,
200201806,2026-09-14,BQ,Retail,Active,Brake Time,Braeswood C Store LLC,5330 N Braeswood Blvd,Houston,77096,Harris,
200203038,2026-09-14,Q,Retail,Active,ROCKHILL SUPER MARKET,ROCKHILL FOOD MART INC,7880 Rockhill St,Houston,77061,Harris,
200203165,2026-09-14,BG,Retail,Active,Hound Town Pizza,Great is Thy Faithfulness Limited Liability Compan,221 Judd St,Peaster,76088,Parker,
200203518,2026-09-14,MB,Retail,Active,Basil Thai Restaurant,Basil Asian Fusion Restaurant LLC,3520 Knickerbocker Rd Suite C,San Angelo,76904,Tom Green,
200203872,2026-09-14,BN,Manufacturing,Active,Best Bev LLC,"BEST BEV, LLC",685 Broad St Ext,Waverly,14892,,
200204448,2026-09-14,BG,Retail,Active,Raceone 5,Sinan Fuel Services LLC,10720 S Post Oak Rd,Houston,77035,Harris,
200205206,2026-09-14,BG,Retail,Active,MOD Pizza,New Vibes Holdings LLC,1240 N Loop 336 W,Conroe,77301,Montgomery,
200205207,2026-09-14,BE,Retail,Active,MOD Pizza,New Vibes Holdings LLC,6535 N Grand Pkwy W,Spring,77389,Harris,
200205448,2026-09-14,NT,Retail,Active,,St. Laurence Parish,3103 Sweetwater Blvd,Sugar Land,77479,Fort Bend,
200205451,2026-09-14,NT,Retail,Active,,The Foundation for Hope Village,15403 Hope Village Rd,Friendswood,77546,Harris,
200205776,2026-09-14,BQ,Retail,Active,Dollar General Store #30259,DOLGENCORP OF TEXAS INC.,10080 South Hwy 287,Corsicana,75109,Navarro,
200205798,2026-09-14,Q,Retail,Active,Kwik Stop #9 Burger & Cheesesteak,Sai Avin Inc,200 Norwood Dr,Hurst,76053,Tarrant,
200205957,2026-09-14,Q,Retail,Active,J&J MARKET,J&J BRIGGS LLC,3749 S US-183,Briggs,78608,Burnet,
200206362,2026-09-14,Q,Retail,Active,Dilley Refreshment Barn,MNSK INVESTMENTS INC,200 S Main St,Dilley,78017,Frio,
200206582,2026-09-14,BG,Retail,Active,Hwy 95 Beer Barn LLC,Hwy 95 Beer Barn LLC,5678 State Hwy 95,Temple,76502,Bell,
200206637,2026-09-14,MB,Retail,Active,The Friends Tavern,Victor Lam,6821 N Golder Ave,Odessa,79764,Ector,
200206648,2026-09-14,MB,Retail,Active,Santona Cantina,"PB Springs, LLC",200 E Grayson St Ste 120,San Antonio,78215,Bexar,
200206793,2026-09-14,NT,Retail,Active,,St. Julia Catholic Church,3010 Lyons Rd,Austin,78702,Travis,
200206835,2026-09-14,MB,Retail,Active,The Courthouse Bar & Grill,Diamond RB LLC,201 W Main St,Decatur,76234,Wise,
200206871,2026-09-14,MB,Retail,Active,BIGOTES STREET TACOS,CAMARENA GROUP L.L.C.,19380 Hwy 105 W,Montgomery,77356,Montgomery,
200207250,2026-09-14,NT,Retail,Active,,EL CAMPO CHAMBER OF COMMERCE,224 W 1st St,El Campo,77437,Wharton,
200207395,2026-09-14,NT,Retail,Active,,Blanco County 4-H and FFA Youth Council,619 US-281 North,Johnson City,78636,Blanco,
200207401,2026-09-14,BG,Retail,Active,Stripes Store 40658H,"7-ELEVEN NEW SSP BEVERAGE, LLC",721 N McColl Rd,Mcallen,78501,Hidalgo,
200207463,2026-09-14,MB,Retail,Active,Ascension Coffee,"Ascension Southlake Beverage Holding, LLC",100 State St Ste C1,Southlake,76092,Tarrant,
200207491,2026-09-14,MB,Retail,Active,Stout's Jewel,"EAT AT STOUT'S, LLC",1102 S Alamo St,San Antonio,78210,Bexar,
200207574,2026-09-14,BQ,Retail,Active,CVS Pharmacy #7522,ETB Inc,4420 Kingwood Drive,Kingwood,77339,Harris,
200207596,2026-09-14,BQ,Retail,Active,Lockhart Swift,Lockhart Ops LLC,10845 San Marcos HWY,Lockhart,78644,Caldwell,
200207656,2026-09-14,MB,Retail,Active,Don Beli Peruvian Street Food,Don Beli Peruvian Street Food LLC,310 N Fort Hood St Suite 102,Killeen,76541,Bell,
200207865,2026-09-14,NT,Retail,Active,,St. Angela Merici Catholic Church,9009 Sienna Ranch Road,Missouri City,77459,Fort Bend,
200207867,2026-09-14,C,Other,Active,TONY LOGISTIC INC,TONY LOGISTICS INC,1450 COOLEY CT,San Bernardino,92408,,
200207900,2026-09-14,NT,Retail,Active,,St Cecilia Church,11720 Joan of Arc Dr,Houston,77024,Harris,
