entity_id,name,formed,entity_type,status,jurisdiction,street,street_2,city,state,zip,agent_organization,agent_city
20268161068,reCODE Performance LLC,2026-09-20,DLLC,Good Standing,CO,110 Midland Avenue,Suite 205,Basalt,CO,81621,"Roaring Fork Wellness Collective, LLC",Basalt
20268161095,Hunting Travel LLC,2026-09-20,DLLC,Good Standing,CO,1105 E 78th Pl,,Denver,CO,80229,,Denver
20268161102,RiseForge,2026-09-20,DNC,Good Standing,CO,306 North Casdade Ave Apt. #3,,Colorado Springs,CO,80903,,Colorado Springs
20268161107,OPN LLC,2026-09-20,DLLC,Good Standing,CO,10116 W Keene Ave,,Denver,CO,80235,,Denver
20268161112,"Majek! Mobile Massage Chairs, LLC",2026-09-20,DLLC,Good Standing,CO,1653 Thrive Dr,,Windsor,CO,80550,,Windsor
20268161119,Joythentic LLC,2026-09-20,DLLC,Good Standing,CO,6635 S Dayton St Ste 310 # 125,,Greenwood Village,CO,80111,,Greenwood Village
20268161120,"CTFB Investments, LLC",2026-09-20,FLLC,Good Standing,OK,1445 Sara Lynn Ln,,Berthoud,CO,80513,,Berthoud
20268161126,Solstice Stays LLC,2026-09-20,DLLC,Good Standing,CO,1839 Marquette Dr,,Erie,CO,80516,,Erie
20268161130,The Elevated Kitchen Ltd.,2026-09-20,DLLC,Good Standing,CO,34326 Highview Dr,,Pine,CO,80470,,Pine
20268161155,ORio Visuals LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161166,Rosedale Automotive LLC,2026-09-20,DLLC,Good Standing,CO,2441 S Lincoln St,,Denver,CO,80210,,Denver
20268161169,"Tim Burrell PT, DPT LLC",2026-09-20,DLLC,Good Standing,CO,170 S 36th St,,Boulder,CO,80305,,Boulder
20268161170,Huber Technology Solutions LLC,2026-09-20,DLLC,Good Standing,CO,5350 S Jay Cir Unit 5A,,Littleton,CO,80123,,Littleton
20268161183,Starvation Trail Publications LLC,2026-09-20,DLLC,Good Standing,CO,544 Woodroot Cir,,Castle Rock,CO,80104,,Castle Rock
20268161189,Glade Marketing LLC,2026-09-20,DLLC,Good Standing,CO,1580 N Logan St Ste 660 #327963,,Denver,CO,80203,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268161195,Negril Now LLC,2026-09-20,DLLC,Good Standing,CO,5889 Lamar St,,Arvada,CO,80003,,Arvada
20268161204,Kruzas Kitchen llc,2026-09-20,DLLC,Good Standing,CO,4510 S Braun Ct,,Morrison,CO,80465,,Morrison
20268161205,Freedom Peak Expeditions and Adventures LLC,2026-09-20,DLLC,Good Standing,CO,2960 Inca St Unit 315,,Denver,CO,80202,,Denver
20268161219,PeaksandPixels.ai LLC,2026-09-20,DLLC,Good Standing,CO,10021 Apollo Bay Way,,Highlands Ranch,CO,80130,,Highlands Ranch
20268161224,"KDRO W12, LLC",2026-09-20,DLLC,Good Standing,CO,240 CR 309A,W12,Durango,CO,81303,,Durango
20268161225,Brap Racks LLC,2026-09-20,DLLC,Good Standing,CO,216 Main St Unit R-318,,Edwards,CO,81632,,Edwards
20268161227,VertexPro Appliance Repair LLC,2026-09-20,DLLC,Good Standing,CO,9820 Palmer Ln,,Northglenn,CO,80260,,Northglenn
20268161231,Bellamy Bloome Productions LLC,2026-09-20,DLLC,Good Standing,CO,8547 E Arapahoe Rd Unit J PMB 272,,Greenwood Village,CO,80112,,Aurora
20268161235,Second Story Curated LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161237,Aloha Heating and Cooling L.L.C,2026-09-20,DLLC,Good Standing,CO,1985 Eagle Dr,,Pagosa Springs,CO,81147,,Pagosa Springs
20268161243,Froze Investments LLC,2026-09-20,DLLC,Good Standing,CO,5159 Hummingbird Ct,,Pueblo,CO,81008,,Pueblo
20268161272,Dahlia Strategic Marketing LLC,2026-09-20,DLLC,Good Standing,CO,4785 Garden Ranch Dr Apt B105,,Colorado Springs,CO,80918,,Colorado Springs
20268161279,Kickstart Enterprise LLC,2026-09-20,DLLC,Good Standing,CO,25400 County Road 89,,Ramah,CO,80832,,Ramah
20268161293,Broadcast Workflow Desk LLC,2026-09-20,DLLC,Good Standing,CO,1366 Lumber Ridge Cir S,,Erie,CO,80516,,Erie
20268161307,Brown's Boulder Estates LLC,2026-09-20,DLLC,Good Standing,CO,1615 Brimble Dr,,Erie,CO,80516,,Erie
20268161308,La Parada Latina llc,2026-09-20,DLLC,Good Standing,CO,11100 E Dartmouth Ave Apt 139,,Denver,CO,80014,,Denver
20268161311,Heimdall Labs LLC,2026-09-20,FLLC,Good Standing,NM,1900 South Acoma St,Apt 535,Denver,CO,80223,Northwest Registered Agent LLC,Denver
20268161317,AT-LARGE LLC,2026-09-20,DLLC,Good Standing,CO,2550 W 96th Ave Lot 55,,Denver,CO,80260,,Denver
20268161328,SPK Easy Home Buyers LLC,2026-09-20,DLLC,Good Standing,CO,4904 Moss Rock Trl,,Granbury,TX,76048,,Denver
20268161341,FEJ LLC,2026-09-20,DLLC,Good Standing,CO,1109 W Oak St,,Fort Collins,CO,80521,,Fort Collins
20268161348,Lerma Legacy Contracting LLC,2026-09-20,DLLC,Good Standing,CO,200 N 35th Ave Lot 21,,Greeley,CO,80634,,Greeley
20268161354,Ramone Ecommerce LLC,2026-09-20,DLLC,Good Standing,CO,3550 S Kendall St Unit 5-306,,Denver,CO,80235,,Denver
20268161356,2307 N Downing St LLC,2026-09-20,DLLC,Good Standing,CO,2307 N Downing St Apt A,,Denver,CO,80205,,Denver
20268161376,Amapola Mental Health LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St,#8040,Denver,CO,80203,,Denver
20268161377,Positively Made LLC,2026-09-20,DLLC,Good Standing,CO,9962 W Progress Pl,,Littleton,CO,80123,,Littleton
20268161379,"GPS Consulting Group, LLC",2026-09-20,DLLC,Good Standing,CO,135 Carriage Way,Unit 35,Snowmass Village,CO,81615,,Snowmass Village
20268161385,El Taco y la Pupusa LLC,2026-09-20,DLLC,Good Standing,CO,1869 S Winona Ct,,Denver,CO,80219,,Denver
20268161397,Morley Ventures LLC,2026-09-20,DLLC,Good Standing,CO,6688 Drew Ranch Ln,,Boulder,CO,80301,,Boulder
20268161405,"Fireweed Floral Co., LLC",2026-09-20,DLLC,Good Standing,CO,110 16th St Ste 1460,,Denver,CO,80202,Rocky Mountain RA LLC,Denver
20268161411,Boss Dogs LLC,2026-09-20,DLLC,Good Standing,CO,521 E Hills Rd,,Colorado Springs,CO,80909,,Colorado Springs
20268161413,M310 MotorWorks LLC,2026-09-20,DLLC,Good Standing,CO,564 Sudbury Street,,Castle Rock,CO,80104,,Castle Rock
20268161422,Thin Vapor LLC,2026-09-20,DLLC,Good Standing,CO,14133 Mead St,,Mead,CO,80504,,Johnstown
20268161423,NEW GENERATION PRODUCTIONS CO.,2026-09-20,DNC,Good Standing,CO,10754 Telluride St,,Commerce City,CO,80022,,Commerce City
20268161430,JoJo Holdings LLC,2026-09-20,DLLC,Good Standing,CO,15327 Hillside Court,,Broomfield,CO,80023,,Broomfield
20268161456,Seven Gables Drones LLC,2026-09-20,DLLC,Good Standing,CO,733 Idlewild Dr,,Dillon,CO,80435,,Dillon
20268161460,Melissa Worth Art LLC,2026-09-20,DLLC,Good Standing,CO,6950 Highland Vista Dr,,Colorado Springs,CO,80922,,Colorado Springs
20268161471,Kawaii Curves LLC,2026-09-20,DLLC,Good Standing,CO,3840 S Helena St,,Aurora,CO,80013,,Aurora
20268161474,Mt. View Support LLC,2026-09-20,DLLC,Good Standing,CO,7335 Montview Blvd,,Denver,CO,80220,,Denver
20268161486,"Agility Nutrition, LLC",2026-09-20,DLLC,Good Standing,CO,11516 Trona Ct,,Parker,CO,80138,,Parker
20268161496,"Copper Canyon Holdings, LLC",2026-09-20,DLLC,Good Standing,CO,688 S Chimazo Dr,,Pueblo,CO,81007,,Pueblo
20268161499,Clark Family Enterprises LLC,2026-09-20,DLLC,Good Standing,CO,14212 W 87th Dr,,Arvada,CO,80005,,Arvada
20268161514,BS Creative Founders LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161516,1100 S Josephine LLC,2026-09-20,DLLC,Good Standing,CO,2548 S Broadway,,Denver,CO,80210,"APEX Homes, LLC",Denver
20268161517,Freedom Data Centers Corp.,2026-09-20,DPC,Good Standing,CO,5575 S Sycamore St Ste 101,,Littleton,CO,80120,,Littleton
20268161518,Klara's Cabinet LLC,2026-09-20,DLLC,Good Standing,CO,484 1/2 Ridge Ln,,Grand Junction,CO,81504,,Grand Junction
20268161519,Wallys Garage Doors & Home Services LLC,2026-09-20,DLLC,Good Standing,CO,7658 Grand Fir Pt,,Colorado Springs,CO,80908,,Colorado Springs
20268161522,"Rising Voice Patient Advocacy, LLC",2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161523,Golden Butterfly Cleaning Company llc,2026-09-20,DLLC,Good Standing,CO,11210 W Tanforan Cir,,Littleton,CO,80127,,Littleton
20268161531,BYTESIZE ORTHO LLC,2026-09-20,DLLC,Good Standing,CO,6635 S Dayton St Ste 310,#440,Greenwood Village,CO,80111,,Denver
20268161532,HiroSaka Technologies LLC,2026-09-20,DLLC,Good Standing,CO,6585 Alcorn Ave,,Parker,CO,80138,,Parker
20268161540,East Wind Moto Ltd.,2026-09-20,DLLC,Good Standing,CO,5046 Coolidge Ave,,Loveland,CO,80538,,Loveland
20268161546,The Courier,2026-09-20,DNC,Good Standing,CO,116 E 23rd St,,Loveland,CO,80538,,Loveland
20268161553,Apex Acquisitions LLC.,2026-09-20,DLLC,Good Standing,CO,7215 Loveland AVE,,Fountain,CO,80817,,Fountain
20268161562,In the Making LLC,2026-09-20,DLLC,Good Standing,CO,2547 Xanthia Ct,,Denver,CO,80238,,Denver
20268161565,Rebel Pharmacy LLC,2026-09-20,DLLC,Good Standing,CO,456 Kokopelli Blvd Unit B,,Fruita,CO,81521,,FRUITA
20268161566,Golden Touch Creative LLC,2026-09-20,DLLC,Good Standing,CO,1091 East Bayaud Avenue,,Denver,CO,80209,,Denver
20268161582,WayMade AI LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161586,The Floor Crew LLC,2026-09-20,DLLC,Good Standing,CO,2401 10th Ave,,Greeley,CO,80631,,Greeley
20268161589,GreyHill Labs LLC,2026-09-20,DLLC,Good Standing,CO,1213 Elbridge Dr,,Elizabeth,CO,80107,,Elizabeth
20268161593,Fluffle LLC,2026-09-20,DLLC,Good Standing,CO,6314 Walnut Grove St,,Frederick,CO,80516,,Frederick
20268161616,FetchTest LLC,2026-09-20,DLLC,Good Standing,CO,932 Poplar Pl,,Boulder,CO,80304,,Boulder
20268161625,Cairn Software Consulting LLC,2026-09-20,DLLC,Good Standing,CO,3530 Parkmoor Village Dr Apt G,,Colorado Springs,CO,80917,,Colorado Springs
20268161628,Mello Law LLC,2026-09-20,DLLC,Good Standing,CO,910 Grand Ave,,Silt,CO,81652,,Silt
20268161631,PBG Services LLC,2026-09-20,DLLC,Good Standing,CO,9595 Pecos St Lot 511,,Thornton,CO,80260,Northwest Registered Agent LLC,Denver
20268161637,Diane & The Promos LLC,2026-09-20,DLLC,Good Standing,CO,"2450 Airport Rd, #D133",,Longmont,CO,80503,,Longmont
20268161638,KG's Tutoring Services LLC,2026-09-20,DLLC,Good Standing,CO,2428 Tremont Pl Unit D,,Denver,CO,80205,,Denver
20268161642,RW Strategies LLC,2026-09-20,DLLC,Good Standing,CO,5 Island Avenue,Apt 5D,Miami Beach,FL,33139,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268161645,ACTIVARE SYSTEMS LLC,2026-09-20,DLLC,Good Standing,CO,4185 E Florida Ave Apt 8,,Denver,CO,80222,,Denver
20268161647,Dino Land Management Ltd.,2026-09-20,DLLC,Good Standing,CO,1461 Short Grass Ct,,Castle Rock,CO,80109,,Castle Rock
20268161651,Alpine Prime Group LLC,2026-09-20,DLLC,Good Standing,CO,14126 Alpine Phlox Ln,,Parker,CO,80134,,Parker
20268161664,Basecamp Collectibles LLC,2026-09-20,DLLC,Good Standing,CO,6402 Barr Pt,,Colorado Springs,CO,80924,,Colorado Springs
20268161665,Nomad Grill LLC,2026-09-20,DLLC,Good Standing,CO,414 Vista Cliff Cir,,Castle Rock,CO,80104,,Castle Rock
20268161666,"Special Touch Cleaning Colorado, LLC",2026-09-20,DLLC,Good Standing,CO,18121 E Hampden Ave,C1172,Aurora,CO,80013,,Aurora
20268161668,PALMORE & COMPANY LLC,2026-09-20,DLLC,Good Standing,CO,4185 E Florida Ave Apt 8,,Denver,CO,80222,,Denver
20268161675,RoamWell Travel Company LLC,2026-09-20,DLLC,Good Standing,CO,1318 Excelsior Creek Ave,,Montrose,CO,81401,,Montrose
20268161684,Aspen Elevated Care LLC,2026-09-20,DLLC,Good Standing,CO,72 Cloud Nine Ln,,Aspen,CO,81611,,Aspen
20268161685,Our Lady of Mercy LLC,2026-09-20,DLLC,Good Standing,CO,12650 W 64th Ave Unit E PMB 505,,Arvada,CO,80004,,Arvada
20268161686,Noble Choice Painting LLC,2026-09-20,DLLC,Good Standing,CO,5959 Dunkirk St Apt 3207,,Denver,CO,80249,,Denver
20268161688,C.A. Productions LLC,2026-09-20,DLLC,Good Standing,CO,33651 Nova Road,,Pine,CO,80470,,Pine
20268161692,Las Chicas Diaz LLC,2026-09-20,DLLC,Good Standing,CO,17420 E 15th Pl #237,,Aurora,CO,80011,,Aurora
20268161696,FOUR LINE PRIME GROUP LLC,2026-09-20,DLLC,Good Standing,CO,2125 S NEWPORT ST,1-210,DENVER,CO,80224,,Denver
20268161697,BlueAspen Investment LLC,2026-09-20,DLLC,Good Standing,CO,7023 S Waterloo way,,Aurora,CO,80016,,Aurora
20268161699,"Pagosa Pines Properties, LLC",2026-09-20,DLLC,Good Standing,CO,109 Oakley Pass,,Liberty Hill,TX,78642,Registered Agents Inc,Denver
20268161700,"Waterfalls Counseling, LLC",2026-09-20,DLLC,Good Standing,CO,1915 S Hancock Ave,,Colorado Springs,CO,80905,,Colorado Springs
20268161702,Pinyon Home Services LLC,2026-09-20,DLLC,Good Standing,CO,705 Canyon Creek Dr,,Grand Junction,CO,81507,,Grand Junction
20268161714,Therapist Sidekick LLC,2026-09-20,DLLC,Good Standing,CO,510 Dudley St,,Lakewood,CO,80226,,Lakewood
20268161717,"Darnette Pet Sitting, LLC",2026-09-20,DLLC,Good Standing,CO,11718 Wonder Dr,,Conifer,CO,80433,,Conifer
20268161718,BANKAI Limited,2026-09-20,DLLC,Good Standing,CO,406 41st Ave,,Greeley,CO,80634,,Greeley
20268161721,Y.B LLC,2026-09-20,DLLC,Good Standing,CO,"1500 N GRANT ST, STE R",,Denver,CO,80203,Registered Agents Inc,Denver
20268161725,"Unburdened Joy Counseling, PLLC",2026-09-20,DLLC,Good Standing,CO,3446 W Elmhurst Pl,,Littleton,CO,80120,,Littleton
20268161727,Juniper Q Creations LLC,2026-09-20,DLLC,Good Standing,CO,14405 State Highway 83,,Colorado Springs,CO,80921,Northwest Registered Agent LLC,Denver
20268161732,Way More Solutions LLC,2026-09-20,DLLC,Good Standing,CO,1905 N Sherman St Ste 200,,Denver,CO,80203,,Denver
20268161742,"D & K Deines, LLC",2026-09-20,DLLC,Good Standing,CO,32220 E 167th Dr,,Hudson,CO,80642,,Hudson
20268161744,Foothills Technical Repair LLC,2026-09-20,DLLC,Good Standing,CO,12445 W Arbor Pl,,Littleton,CO,80127,,Littleton
20268161745,ASPEN MOBILE DENTAL LLC,2026-09-20,DLLC,Good Standing,CO,6825 E Tennessee Ave Ste 515,,Denver,CO,80224,,Denver
20268161751,A&V Trailer Rentals LLC,2026-09-20,DLLC,Good Standing,CO,63 Lima St,,Aurora,CO,80010,,Aurora
20268161760,Caraway House LLC,2026-09-20,DLLC,Good Standing,CO,6371 Swallow Ln,,Boulder,CO,80303,,Boulder
20268161764,"Smart Guy Solutions, LLC",2026-09-20,FLLC,Good Standing,AZ,3554 E Pueblo Ave,,Mesa,AZ,85204,Registered Agents Inc,Denver
20268161768,Taproot Home LLC,2026-09-20,DLLC,Good Standing,CO,5535 E Custer Pl,,Denver,CO,80246,,Denver
20268161770,FireHorse Mineing LLC,2026-09-20,DLLC,Good Standing,CO,00 Quartz Hill RD Lot 563,,central city,CO,80427,,central city
20268161774,Royal Kimberley Bio-Agri Technology INC,2026-09-20,DPC,Good Standing,CO,6635 S Dayton St Ste 310 Unit 226,,Greenwood Village,CO,80111,Bizbase Corporate Services LLC,Greenwood Village
20268161786,Blue Collar Crew LLC,2026-09-20,DLLC,Good Standing,CO,527 Glendale Rd,,Scottdale,GA,30079,Registered Agents Inc,Denver
20268161788,"Maternal Embrace, LLC",2026-09-20,DLLC,Good Standing,CO,861 E 98th Ave Unit 602,,Thornton,CO,80229,,Thornton
20268161798,Mnh FOUNDATION,2026-09-20,DNC,Good Standing,CO,1795 Welton St,,Denver,CO,80202,Rocky Mountain RA LLC,Denver
20268161810,BlueBird Transport LLC,2026-09-20,DLLC,Good Standing,CO,2860 Colorado Blvd,,Denver,CO,80207,,denver
20268161815,AE COURIER & LOGISTICS LLC,2026-09-20,DLLC,Good Standing,CO,3668 South Dallas Street unit 202,,Aurora,CO,80014,ENTITY PROTECT REGISTERED AGENT SERVICES LLC,Denver
20268161826,Omkara LLC,2026-09-20,DLLC,Good Standing,CO,13931 Scarlet Sage St,,Parker,CO,80134,,Parker
20268161827,Mr W Fix It Now LLC,2026-09-20,DLLC,Good Standing,CO,655 S Sierra Madre St Apt 732,,Colorado Springs,CO,80903,,Colorado Springs
20268161833,WENICE TRADING LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268161836,Ganzhou Xingchen Kuajing Company,2026-09-20,DPC,Good Standing,CO,1500 N Grant St Unit 536,,Denver,CO,80203,Registered Agents Inc,Denver
20268161856,Kokopelli Lawn Company LLC,2026-09-20,DLLC,Good Standing,CO,288 Cherry Ln,,Grand Junction,CO,81503,,Grand Junction
20268161857,DIVIDE Entertainment LLC,2026-09-20,DLLC,Good Standing,CO,6620 Riata Ct,,Colorado Springs,CO,80922,,Colorado Springs
20268161860,Tall Man Games LLC,2026-09-20,DLLC,Good Standing,CO,91 Mount Hope Cir,,Eagle,CO,81631,,Eagle
20268161863,Evergreen Systems LLC,2026-09-20,DLLC,Good Standing,CO,6404 E Geddes Ave,,Centennial,CO,80112,,Centennial
20268161865,RASEINC Ltd.,2026-09-20,DLLC,Good Standing,CO,8111 E Yale Ave Apt 1-305,,Denver,CO,80231,,Denver
20268161866,Natural Comfort LLC,2026-09-20,DLLC,Good Standing,CO,95 PARKVIEW,,BAILEY,CO,80421,Northwest Registered Agent LLC,Denver
20268161877,IHABT LLC,2026-09-20,DLLC,Good Standing,CO,4071 Clear Creek Dr Unit 302,,Golden,CO,80401,,Golden
20268161882,Slammers Dillinger 2031,2026-09-20,DNC,Good Standing,CO,2400 Industrial Ln Ste 1000,,Broomfield,CO,80020,,Broomfield
20268161883,Outstanding Substance Surveillance Ltd.,2026-09-20,DLLC,Good Standing,CO,13155 Bozeman Trl,,Elbert,CO,80106,,Elbert
20268161885,Wheat Penny Farms LLC,2026-09-20,DLLC,Good Standing,CO,216 W 6th St N,,Cheyenne Wells,CO,80810,,Cheyenne Wells
20268161892,Muddy Soles Running LLC,2026-09-20,DLLC,Good Standing,CO,6095 W 40th Ave,,Wheat Ridge,CO,80033,,Wheat Ridge
20268161893,MAK Steamboat Holdings LLC,2026-09-20,DLLC,Good Standing,CO,1169 Hilltop Pkwy Unit 202B,,Steamboat Springs,CO,80487,,Steamboat Springs
20268161894,Streamly Loomra Inc,2026-09-20,DPC,Good Standing,CO,11861 E Cornell Cir,,Aurora,CO,80014,DHARMALI LLC,Westminster
20268161896,Idezine Solar LLC,2026-09-20,DLLC,Good Standing,CO,12647 S Oak Creek Ct,,Parker,CO,80134,,Parker
20268161897,HASSOWU INC,2026-09-20,DPC,Good Standing,CO,104 Palmer St,,Kit Carson,CO,80825,DHARMALI LLC,Westminster
20268161901,Curated Color and Design Ltd,2026-09-20,DLLC,Good Standing,CO,7565 S Elati St,,Littleton,CO,80120,,Littleton
20268161909,Northvexa LLC,2026-09-20,DLLC,Good Standing,CO,2090 W 76th Ave Apt 1703,,Denver,CO,80221,,Denver
20268161911,Pathway ride LLC,2026-09-20,DLLC,Good Standing,CO,15635 E Prentice Ln,,CENTENNIAL,CO,80015-4262,,CENTENNIAL
20268161918,Home anatomy LLC,2026-09-20,DLLC,Good Standing,CO,26 E Sopris Ct,,Glenwood Springs,CO,81601,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268161919,Patron LLC,2026-09-20,DLLC,Good Standing,CO,1500 N Grant St,Ste C,Denver,CO,80203,Colorado Registered Agent LLC,Denver
20268161921,Soulbound Nutrition LLC,2026-09-20,DLLC,Good Standing,CO,1835 Cambridge Dr,,Longmont,CO,80503,Registered Agents Inc,Denver
20268161925,Caolo JinBaltusrol INC,2026-09-20,DPC,Good Standing,CO,3516 S Lisbon St,,Aurora,CO,80013,Chen JinBaltusrol INC,Peyton
20268161941,Three Nations Handy Services LLC,2026-09-20,DLLC,Good Standing,CO,4845 Pearl East Cir Ste 118 #606200,,Boulder,CO,80301,"UNITED STATES CORPORATION AGENTS, INC.",Greenwood Village
20268161958,Preciado Trade Masters LLC,2026-09-20,DLLC,Good Standing,CO,14406 E 48th Ave,,Denver,CO,80239,,Denver
20268161961,Apex UAS Consulting LLC,2026-09-20,DLLC,Good Standing,CO,3230 Daydreamer Dr,,Colorado Springs,CO,80908,,Colorado Springs
20268161963,Grailford LLC,2026-09-20,DLLC,Good Standing,CO,456 Fulton Street,,Aurora,CO,80010,,Aurora
20268161982,Borjas Bedrock LLC,2026-09-20,DLLC,Good Standing,CO,4155 S Lipan St,,Englewood,CO,80110,,Englewood
20268161983,VISION TRADE SOLUTIONS LLC,2026-09-20,DLLC,Good Standing,CO,1500 N GRANT ST 5656,,DENVER,CO,80203,Registered Agents Inc,Denver
20268161994,"Obex Integrations, LLC",2026-09-20,DLLC,Good Standing,CO,3572 Tradition Dr,,Fort Collins,CO,80526,,Fort Collins
20268162001,NEW VISION VENTURES LLC,2026-09-20,DLLC,Good Standing,CO,1500 N GRANT ST 5656,,DENVER,CO,80203,Registered Agents Inc,Denver
20268162002,BlueSurge Foundation Inc,2026-09-20,DPC,Good Standing,CO,1708 Lincoln St,,Denver,CO,80203,Registered Agents Inc,Denver
20268162004,Northern Colorado Art Collective,2026-09-20,DNC,Good Standing,CO,305 Galaxy Way,,Fort Collins,CO,80525,,Loveland
20268162008,Llc My Heart Patern,2026-09-20,DLLC,Good Standing,CO,4545 Morrison Rd Apt 105,,Denver,CO,80219,,Denver
20268159947,Zyxtix Inc,2026-09-19,DPC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268159951,Pixelwave Digital LLC,2026-09-19,DLLC,Good Standing,CO,1500 N GRANT ST STE 7275,,DENVER,CO,80203,Registered Agents Inc,Denver
20268159954,MASTERY & PRECISE BUSINESS HOUSE LLC,2026-09-19,DLLC,Good Standing,CO,1500 N GRANT ST 5656,,DENVER,CO,80203,Registered Agents Inc,Denver
20268159965,Cornwall Alliance for the Stewardship of Creation,2026-09-19,FNC,Good Standing,TN,11081 Shady Ln,,Eads,TN,38028,Registered Agents Inc,Denver
20268159971,Cirelia Apparel INC,2026-09-19,DPC,Good Standing,CO,1500 N Grant St Ste R,,Denver,CO,80203,Registered Agents Inc,Denver
20268159976,O'Rourke Auto Solutions Ltd.,2026-09-19,DLLC,Good Standing,CO,1501 S Acoma St Unit 225,,Denver,CO,80223,,Denver
20268159978,Pioneer Hills Ranch LLC,2026-09-19,DLLC,Good Standing,CO,5256 S Laredo Way,,Centennial,CO,80015,,Centennial
20268159993,GZ Living LLC,2026-09-19,DLLC,Good Standing,CO,4965 S Independence Way,,Littleton,CO,80123,,Littleton
20268159994,MEAL SUPPORT INC,2026-09-19,DPC,Good Standing,CO,533 Oneida Valley Rd,,Butler,PA,16001,Registered Agents Inc,Denver
20268159997,Trafford Auto Rentals LLC,2026-09-19,DLLC,Good Standing,CO,8821 E Hampden Ave Ste 130,,Denver,CO,80231,Colorado Center for Life and Justice LLC,Denver
20268159998,ZE FILING LLC,2026-09-19,DLLC,Good Standing,CO,1500 N GRANT ST STE R,,Denver,CO,80203,Registered Agents Inc,Denver
20268159999,Facai Limited,2026-09-19,DPC,Good Standing,CO,"1500 N GRANT ST, STE R",,Denver,CO,80203,Registered Agents Inc,Denver
20268160016,Vantage Point Insurance LLC,2026-09-19,DLLC,Good Standing,CO,6168 Ralston St,,Frederick,CO,80530,,Frederick
20268160022,Harrison Handyman and Home Services LLC,2026-09-19,DLLC,Good Standing,CO,2503 Hancock Expressway,,Colorado springs,CO,80910,,Colorado Springs
20268160023,"Fletcher Family Management, L.L.C.",2026-09-19,FLLC,Good Standing,TX,5529 Drane Drive,,Dallas,TX,75209,,Basalt
