license_id,issued,effective,expires,license_class,legal_name,trade_name,premises_address,city,zip,county
0340-26-234525,2026-09-09,2026-01-29,2028-01-29,Restaurant,"WINTER SOLSTICE HOSPITALITY GROUP, LLC",Sal's Tavern,24 Classic St,Hoosick Falls,12090,Rensselaer
0343-22-231187,2026-09-09,2026-10-01,2028-09-30,Hotel,LONG LAKE HOTEL CORPORATION,ADIRONDACK HOTEL,1245 MAIN ST,LONG LAKE,12847,Hamilton
0343-24-328540,2026-09-09,2026-09-09,2028-08-31,Hotel,Steelbound of Williamsville NY LLC,,5195 Main St,Williamsville,14221,Erie
0343-25-300273,2026-09-09,2025-01-06,2026-12-31,Hotel,304 S Hamilton Street LLC,Casa Mezcal Selecto,304 S Hamilton St,Painted Post,14870,Steuben
0346-22-117434,2026-09-09,2026-10-01,2028-09-30,Catering Establishment,MALEEN BANQUET HALL LLC,MALEEN BANQUET HALL,241-07 JAMAICA AVE,BELLEROSE,11426,Queens
0346-23-324504,2026-09-09,2025-03-01,2027-02-28,Catering Establishment,"Social Club of Cheektowaga, Inc.",FATHER JUSTIN K OF C,2735 UNION ROAD,CHEEKTOWAGA,14227,Erie
0346-24-133761,2026-09-09,2026-10-01,2028-09-30,Catering Establishment,"Aramark Educational Services, LLC",,150 W 62nd St,New York,10023,New York
0349-22-217783,2026-09-09,2026-10-01,2028-09-30,Club,VALENTINE MEYER PT 317 A L,,4572 JORDAN RD,SKANEATELES FALLS,13153,Onondaga
0349-22-218223,2026-09-09,2026-10-01,2028-09-30,Club,ADIRONDACK POST 1118 INC,THE AMERICAN LEGION,529 STATE RTE 8,COLD BROOK,13324,Herkimer
0349-22-317637,2026-09-09,2026-10-01,2028-09-30,Club,WILLIAM L TRAVIS POST NO 493,,3 E MARVIN ST,MAYVILLE,14757,Chautauqua
0349-22-317723,2026-09-09,2026-10-01,2028-09-30,Club,"The Gastown Sportsmen's Club, Inc.",,154 E NIAGARA ST,TONAWANDA,14150,Erie
0349-22-317751,2026-09-09,2026-10-01,2028-09-30,Club,UKRAINIAN HOME DNIPRO IN BUFFALO INC,,558-562 GENESEE ST,BUFFALO,14204,Erie
0349-22-318211,2026-09-09,2026-10-01,2028-09-30,Club,W J GALLAGHER & SON MEMORIAL,VETERANS CLUB INC,216 E CENTER ST,MEDINA,14103,Orleans
0349-22-318442,2026-09-09,2026-10-01,2028-09-30,Club,HILL WARNER POST 414 INC,,16 W MAIN ST,ANGELICA,14709,Allegany
0370-22-231720,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,BRUCE THOMSEN,THE RUSTY NAIL,83 BROADWAY,SARANAC LAKE,12983,Franklin
0370-22-331782,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,ENRIGHTS THIRST PARLOR LLC,ENRIGHTS THIRST PARLOR,582 MONROE AVENUE,ROCHESTER,14607,Monroe
0370-24-109691,2026-09-09,2026-04-08,2028-03-31,Food & Beverage Business,48 CYPRESS LLC,Vacations BK,48 CYPRESS AVE,BROOKLYN,11237,Kings
0370-24-125919,2026-09-09,2026-09-09,2028-08-31,Food & Beverage Business,N Y OXYGEN RESTAURANT & BAR LOUNGE CORP,,24A AVENUE C,NEW YORK,10009,New York
0370-24-125975,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,315 MESEROLE LLC,LOHI,315 MESEROLE ST,BROOKLYN,11206,Kings
0370-24-128497,2026-09-09,2026-09-09,2028-08-31,Food & Beverage Business,18 West 33rd St Corp,Finnerty's,18 W 33rd St,New York,10001,New York
0370-24-226528,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,HEADLEY MCANUS INC,ABELS PUB,65 ROTARY AVE,BINGHAMTON,13905,Broome
0370-24-227483,2026-09-09,2026-09-09,2028-08-31,Food & Beverage Business,ADIRONDACK CIVIC CENTER COALITION INC,GLENS FALLS CIVIC CENTER,ONE CIVIC CENTER PLAZA,GLENS FALLS,12801,Warren
0370-24-231007,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,SHAMRO'S SECOND SCHIFT LLC,THE RDI,28 State Route 55,Napanoch,12458,Ulster
0370-24-334433,2026-09-09,2026-10-01,2028-09-30,Food & Beverage Business,K.E.V. INC.,Sensory Winery,10593 W Main Rd,Ripley,14775,Chautauqua
0370-26-253944,2026-09-09,2026-09-09,2028-08-31,Food & Beverage Business,"Hasbrook Tavern, LLC",Hasbrouck Tavern,1001 Benton Hollow Rd,Woodbourne,12788,Sullivan
0370-26-253944-01,2026-09-09,2026-09-09,2028-08-31,Additional Bar,"Hasbrook Tavern, LLC",Hasbrook Tavern,1001 Benton Hollow Rd,Woodbourne,12788,Sullivan
0002-23-112727,2026-09-08,2026-09-08,2027-06-30,Wholesale Beer,KAM KUO WINE CO INC,,53-10 46th St,Maspeth,11378,Queens
0002-24-327275,2026-09-08,2026-09-08,2027-08-31,Wholesale Beer,AAP of Hamburg LLC,,4275 Clark St,Hamburg,14075,Erie
0007-23-100828,2026-09-08,2026-10-01,2029-09-30,Wholesale Wine,LAURENT-PERRIER US INC,,3718 NORTHERN BLVD,LONG ISLAND CITY,11101,Queens
0009-22-215919,2026-09-08,2025-08-01,2028-07-31,Wholesale Liquor,RNDC New York LLC,OPICI FAMILY DISTRIBUTING OF NEW YORK,6600 New Venture Gear Dr,East Syracuse,13057,Onondaga
0009-23-125407,2026-09-08,2026-03-01,2029-02-28,Wholesale Liquor,KAM KUO WINE CO INC,,53-10 46th St,Maspeth,11378,Queens
0014-17-204839,2026-09-08,2026-11-01,2029-10-31,Micro-Brewer,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,PHOENICIA,12464,Ulster
0015-18-205796,2026-09-08,2026-11-01,2029-10-31,Farm Brewer,WOODSTOCK LOCAL BREWING LLC,WOODSTOCK BREWING,5581 RTE 28,PHOENICIA,12464,Ulster
0025-26-153769,2026-09-08,2026-09-08,2029-08-31,Farm Cidery,Prime Acres Inc.,,191 South St,Manorville,11949,Suffolk
0032-26-353825,2026-09-08,2026-09-08,2029-08-31,Farm winery,TEAM DEMI INC.,Demi,9782 State Route 414,Hector,14841,Schuyler
0036-23-224222,2026-09-08,2026-10-01,2029-09-30,Direct Shipper Wine,PAX MAHLE WINES LLC,,6780 MCKINLEY ST,SEBASTOPOL,95472,ALBANY
0036-23-225161,2026-09-08,2026-09-08,2029-06-30,Direct Shipper Wine,DAVERO SONOMA INC,DAVERO FARMS AND WINERY,766 WESTSIDE RD,HEALDSBURG,95448,Sonoma
0052-26-153697,2026-09-08,2026-09-08,2029-08-31,Distiller Class A-1 (Micro-distiller),Red Hook Distillery LLC,,184 Van Dyke St,Brooklyn,11231,Kings
0054-26-153695,2026-09-08,2026-09-08,2029-08-31,Distiller Class B-1 (Micro-rectifier),Red Hook Distillery LLC,,185 Van Dyke St,Brooklyn,11231,Kings
0056-26-153693,2026-09-08,2026-09-08,2029-08-31,Distiller Class D (Farm Distiller),Red Hook Distillery LLC,,185 Van Dyke St Unit 104B & 106,Brooklyn,11231,Kings
0071-23-135163,2026-09-08,2026-10-01,2029-09-30,Grocery Store,LA NUEVA PIZARELLO GROCERY INC,,235 WILLIAM ST,PORT CHESTER,10573,Westchester
0081-20-105121,2026-09-08,2026-11-01,2029-10-31,Grocery Store,409 FOOD CORP,FOODTOWN,409 5TH AVE,BROOKLYN,11215,Kings
0081-21-208337,2026-09-08,2024-08-01,2027-07-31,Grocery Store,STEWART'S SHOPS CORP,STEWART'S SHOP #106,52 WEST MAIN STREET,ST JOHNSVILLE,13452,Montgomery
0081-23-112881,2026-09-08,2026-09-08,2029-08-31,Grocery Store,530 FOOD CORP,KEY FOOD,530 534 AMSTERDAM AVENUE,NEW YORK,10024,New York
0081-23-116021,2026-09-08,2026-11-01,2029-10-31,Grocery Store,BRENTWOOD MANAGEMENT CORP,7 ELEVEN,123 CROOKED HILL ROAD,BRENTWOOD,11717,Suffolk
0081-23-122390,2026-09-08,2026-10-01,2029-09-30,Grocery Store,SMOKE STAX III INC,SMOKE STAX,6607 18TH AVE,BROOKLYN,11204,Kings
0081-23-122475,2026-09-08,2026-10-01,2029-09-30,Grocery Store,GRAND SLAM ENT NY INC,,640 CONDUIT BLVD,BROOKLYN,11208,Kings
0081-23-122536,2026-09-08,2026-09-08,2029-08-31,Grocery Store,BUNDA AMIR INC,OCEAN GAS,3249 LAWSON BLVD,OCEANSIDE,11572,Nassau
0081-23-261590,2026-09-08,2026-11-01,2029-10-31,Grocery Store,NICKERSON CATSKILL MOUNTAIN CAMPGROUND LLC,,378 STRYKER RD,GILBOA,12076,Schoharie
0081-26-153717,2026-09-08,2026-09-08,2029-08-31,Grocery Store,North Fork DTC LLC,Bread and Butter,5087 Sound Ave Unit A,Riverhead,11901,Suffolk
0081-26-153725,2026-09-08,2026-09-08,2029-08-31,Grocery Store,La Real 207 Deli Grocery Inc,,534 W 207th St,New York,10034,New York
0081-26-153746,2026-09-08,2026-09-08,2029-08-31,Grocery Store,Harvest Natural Farm Inc,,291 Evergreen Ave,Brooklyn,11221,Kings
0081-26-153747,2026-09-08,2026-09-08,2029-08-31,Grocery Store,Abbas Cab & Go Convenient Corp,,1977 Dr Martin L King Jr Blvd,Bronx,10453,Bronx
0081-26-153748,2026-09-08,2026-09-08,2029-08-31,Grocery Store,Aydin & Zayn Corporation,,4100 Bell Blvd,Bayside,11361,Queens
0081-26-353734,2026-09-08,2026-09-08,2029-08-31,Grocery Store,Silver Oak Point Inc,,4320 Culver Rd,Rochester,14622,Monroe
0081-26-353783,2026-09-08,2026-09-08,2029-08-31,Grocery Store,Larson Foods LLC,SAVE A LOT,35 Church St,Salamanca,14779,Cattaraugus
0100-20-203907,2026-09-08,2026-11-01,2029-10-31,Liquor Store,HIEBEL & SON LLC,,43 D ROUND LAKE RD,BALLSTON LAKE,12019,Saratoga
0100-23-126288,2026-09-08,2026-11-01,2029-10-31,Liquor Store,THORNWOOD WINES & SPIRITS INC,,1004 BROADWAY,THORNWOOD,10594,Westchester
0100-23-225793,2026-09-08,2026-10-01,2029-09-30,Liquor Store,GLASS BEVERAGES OF NY INC,SHOPRITE LIQUOR OF PEARL RIVER,46 N MIDDLETOWN RD,PEARL RIVER,10965,Rockland
0100-23-324409,2026-09-08,2026-09-08,2029-08-31,Liquor Store,SHIQUOR INC,DEBS LIQUOR MART,2107 BUFFALO RD,ROCHESTER,14624,Monroe
0100-23-325029,2026-09-08,2026-10-01,2029-09-30,Liquor Store,JOHN T PERRY,ATTICA WINE & SPIRITS,31 MAIN ST,ATTICA,14011,Wyoming
0100-23-325341,2026-09-08,2026-11-01,2029-10-31,Liquor Store,SUPERMARKET LIQUORS & WINES INC,SUPERMARKET LIQUORS & WINES,8438 NIAGARA FALLS BLVD,NIAGARA FALLS,14304,Niagara
0100-26-253850,2026-09-08,2026-09-08,2029-08-31,Liquor Store,SJ Liquor LLC,SJ Discount Wine & Liquors,1969 New Scotland Rd,Slingerlands,12159,Albany
0138-23-141298,2026-09-08,2026-05-01,2029-04-30,Food & Beverage Business,JOPHSUA 19 GROCERY REST CORP,,134 06 JAMAICA AVENUE,JAMAICA,11418,Queens
0138-23-141513,2026-09-08,2026-09-08,2029-08-31,Food & Beverage Business,ALEX 123 CORP,,1928 3RD AVE,NEW YORK,10029,New York
0240-22-100563,2026-09-08,2026-11-01,2028-10-31,Restaurant,18 PARK PLACE LLC,,18 PARK PLACE,EAST HAMPTON,11937,Suffolk
0240-22-101686,2026-09-08,2026-10-01,2028-09-30,Restaurant,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,379 N CENTRAL AVE,HARTSDALE,10530,Westchester
0240-24-132711,2026-09-08,2026-10-01,2028-09-30,Restaurant,Brosyong Corporation,Money Cat Vietnamese American,554 Wilson Avenue,Brooklyn,11207,Kings
0240-25-102827,2026-09-08,2025-02-12,2027-01-31,Restaurant,JOSEPH FOOD 1 CORP,MAYA TAQUERIA,168 5th Ave,Brooklyn,11217,Kings
0240-25-327114,2026-09-08,2025-10-23,2027-09-30,Restaurant,ROSIE YUMMY FOODS LLC,ROSIE'S EVEREST KITCHEN,8207 Niagara Falls Blvd,Niagara Falls,14304,Niagara
0240-26-153707,2026-09-08,2026-09-08,2028-08-31,Restaurant,DOL F & C CORP,Tofutofu,96 Bowery,New York,10013,New York
0240-26-153784,2026-09-08,2026-09-08,2028-08-31,Restaurant,Banh Mi Inc,Mama Pho,580-582 Grand St,Brooklyn,11211,Kings
0240-26-153795,2026-09-08,2026-09-08,2028-08-31,Restaurant,HPMT Inc.,Mr. Shootao Hot Pot,35 W 35th St,New York,10001,New York
0240-26-253742,2026-09-08,2026-09-08,2028-08-31,Restaurant,23 West Pizza Company LLC,Pizza 23 West,3916 NY Highway 23,West Oneonta,13861,Otsego
0240-26-353853,2026-09-08,2026-09-08,2028-08-31,Restaurant,Taisho Yl Inc,Taisho Bistro,100 Marketplace Dr Suite 350,Rochester,14623,Monroe
0267-22-114914,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,SUPERETTE BK LLC,FOSTER SUNDRY,215 KNICKERBOCKER AVE,BROOKLYN,11237,Kings
0267-22-310544,2026-09-08,2026-07-01,2028-06-30,Food & Beverage Business,"THE LIVING ROOM WESTFIELD, LLC",THE RAILROAD HOUSE,38 E Pearl St,Westfield,14787,Chautauqua
0267-24-234486,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,Nora Bread LLC,Mel's Bakery,324 Warren St Ste 1,Hudson,12534,Columbia
0267-24-327311,2026-09-08,2026-09-08,2028-08-31,Food & Beverage Business,Lunar REI Candle LLC,Lunar REI Candle,4230 N Buffalo Rd Ste 1,Orchard Park,14127,Erie
0340-22-103458,2026-09-08,2026-10-01,2028-09-30,Restaurant,BOQUERIA SOHO LLC,BOQUERIA,171 SPRING STREET,NEW YORK,10012,New York
0340-22-104433,2026-09-08,2026-10-01,2028-09-30,Restaurant,GEORGIAN BREAD INC,TONE CAFE,265 NEPTUNE AVE,BROOKLYN,11235,Kings
0340-22-105111,2026-09-08,2026-10-01,2028-09-30,Restaurant,GO SKY COM INC,CHERYL'S,236 UNDERHILL AVENUE,BROOKLYN,11238,Kings
0340-22-106453,2026-09-08,2026-10-01,2028-09-30,Restaurant,MORTON'S OF CHICAGO/GREAT NECK LLC,MORTONS,777 NORTHERN BOULEVARD,GREAT NECK,11020,Nassau
0340-22-107918,2026-09-08,2026-11-01,2028-10-31,Restaurant,RED PLUM INC,RED PLUM,251 MAMARONECK AVE,MAMARONECK,10543,Westchester
0340-22-110328,2026-09-08,2026-06-01,2028-05-31,Restaurant,TAKIS REST DINER CORP,MONT OLYMPOS,1 FORT HILL RD,YONKERS,10710,Westchester
0340-22-111987,2026-09-08,2026-10-01,2028-09-30,Restaurant,AL GUSTO RESTAURANT INC,,1845 1847 5TH AVE,BRENTWOOD,11717,Suffolk
0340-22-112216,2026-09-08,2026-08-01,2028-07-31,Restaurant,36-05 30TH AVE REST CORP,MIMOZA LOUNGE,36-05 30TH AVE,ASTORIA,11103,Queens
0340-22-113137,2026-09-08,2026-10-01,2028-09-30,Restaurant,26TH STREET RESTAURANT LLC,UPLAND,345 PARK AVE SOUTH,NEW YORK,10010,New York
0340-22-113633,2026-09-08,2026-11-01,2028-10-31,Restaurant,SMOK-HAUS ENTERPRISES LLC,,7 12TH ST,GARDEN CITY,11530,Nassau
0340-22-113916,2026-09-08,2026-10-01,2028-09-30,Restaurant,LAS PALMAS RESTAURANT INC,,3891 BROADWAY,NEW YORK,10032,New York
0340-22-114099,2026-09-08,2026-10-01,2028-09-30,Restaurant,PORTERS ON THE LANE INC,,19 BELLPORT LN,BELLPORT,11713,Suffolk
0340-22-114673,2026-09-08,2026-11-01,2028-10-31,Restaurant,RIO BRAVO OF TUCKAHOE INC,RIO BRAVO TACOS AND TEQUILA,296 COLUMBUS AVE,TUCKAHOE,10707,Westchester
0340-22-115519,2026-09-08,2026-09-08,2028-04-30,Restaurant,NEW LAB LLC,,63 FLUSHING AVE,BROOKLYN,11205,Kings
0340-22-305928,2026-09-08,2026-10-01,2028-09-30,Restaurant,"PARKER'S GRILLE, INC.",PARKER'S GRILLE & TAP HOUSE,206 S MAIN ST,NEWARK,14513,Wayne
0340-22-306746,2026-09-08,2026-10-01,2028-09-30,Restaurant,GREENFRONT RESTAURANT INC,,35 NIAGARA ST,CANANDAIGUA,14424,Ontario
0340-22-311621,2026-09-08,2024-12-01,2026-11-30,Restaurant,JA FOOD MANAGEMENT LLC,LUCIAS ON THE LAKE,4151 LAKESHORE RD,HAMBURG,14075,Erie
0340-23-130577,2026-09-08,2026-11-01,2028-10-31,Restaurant,MORE PEAS LLC,LONDON & MARTIN CO,6 STONE ST,NEW YORK,10004,New York
0340-23-130764,2026-09-08,2026-09-08,2028-08-31,Restaurant,ZUCKERS BRYANT PARK LLC,ZUCKER'S BAGELS BRYANT PARK,5 BRYANT PARK,NEW YORK,10036,New York
0340-23-134039,2026-09-08,2025-05-01,2027-04-30,Restaurant,85 LIDO BOULEVARD CORP,JO JO APPLES CAFE,85 Lido Blvd,Point Lookout,11569,Nassau
0340-23-139416,2026-09-08,2025-02-01,2027-01-31,Restaurant,BRUNETTI PIZZA COMPANY INC,BRUNETTI PIZZA,61 MAIN ST,WESTHAMPTON BEACH,11978,Suffolk
0340-24-132285,2026-09-08,2026-10-01,2028-09-30,Restaurant,AKIMORI HOSPITALITY GROUP LLC,MAKI BY AKIMORI,557 KINGS HWY,BROOKLYN,11223,Kings
0340-24-134495,2026-09-08,2026-10-01,2028-09-30,Restaurant,The Strangers Club NY LLC,Dear Strangers,147 W 4th St,New York,10012,New York
0340-24-134716,2026-09-08,2026-11-01,2028-10-31,Restaurant,174 WEST 72ND CAFE LLC,Westland Roe,174 W 72nd St,New York,10023,New York
0340-25-103527,2026-09-08,2025-02-25,2027-01-31,Restaurant,Dania Food 1 Corp,Maya Taqueria,637 Vanderbilt Ave,Brooklyn,11238,Kings
0340-25-110345,2026-09-08,2025-05-14,2027-04-30,Restaurant,Pilgrim Souls LLC,Revival,161 Ludlow St,New York,10002,New York
0340-25-131833,2026-09-08,2025-12-16,2027-11-30,Restaurant,Austin Street Coffee & Grill Inc.,Rotana Cafe & Grill,68-60 Austin St,Forest Hills,11375,Queens
0340-26-133162,2026-09-08,2026-01-09,2028-01-09,Restaurant,New Excellent Hand-Pulled Noodles Inc,Tasty Hand-Pulled Noodles,106 Bayard Street,New York,10013,New York
0340-26-153792,2026-09-08,2026-09-08,2028-08-31,Restaurant,20 West 64th St Management LLC and Dinex NYC Restaurant Services LLC as mgr,Brasserie Boulud,1900 Broadway,New York,10023,New York
0340-26-153822,2026-09-08,2026-09-08,2028-08-31,Restaurant,Dante Elizabeth St LLC,Dante,206-210 Elizabeth St,New York,10012,New York
0340-26-153822-01,2026-09-08,2026-09-08,2028-08-31,Additional Bar,Dante Elizabeth St LLC,Dante,206-210 Elizabeth St,New York,10012,New York
0340-26-253745,2026-09-08,2026-09-08,2028-08-31,Restaurant,Our Plates LLC,,7 Broadway Ste B,Saranac Lake,12983,Franklin
0340-26-253797,2026-09-08,2026-09-08,2028-08-31,Restaurant,O&G TAQUERIA BEACON LLC,TLAHCO TAQUERIA & BAR,142 Main St,Beacon,12508,Dutchess
0340-26-253833,2026-09-08,2026-09-08,2028-08-31,Restaurant,Doves Diner LLC,,1016 NY 82,Ancram,12502,Columbia
0340-26-253852,2026-09-08,2026-09-08,2028-08-31,Restaurant,Masa Mezcal y Cafe LLC,,305 Main St,Beacon,12508,Dutchess
0343-22-126584,2026-09-08,2026-10-01,2028-09-30,Hotel,"BELLECLAIRE HOTEL LLC, Belleclaire Lobby Bar LLC & City Nights Hospitality LLC",Belleclaire Hotel & Allure,2175 BROADWAY,NEW YORK,10024,New York
0346-22-315967,2026-09-08,2026-10-01,2028-09-30,Catering Establishment,"ARBOR LOFT LLC, THE",,18 20 N Union St,Rochester,14607,Monroe
0349-22-217770,2026-09-08,2026-10-01,2028-09-30,Club,SECOR SPORTS CLUB INC,,49 AGOR LANE,MAHOPAC,10541,Putnam
0349-22-317670,2026-09-08,2026-10-01,2028-09-30,Club,DEPEW LANCASTER AERIE 2692 FRATERNAL ORDER OF EAGLES,FRATERNAL ORDER OF EAGLES,4569 BROADWAY,DEPEW,14043,Erie
0349-22-318200,2026-09-08,2026-10-01,2028-09-30,Club,KNIGHTS OF COLUMBUS HOME ASSN,OF GENEVA NY INC,39 MILTON STREET,GENEVA,14456,Ontario
0349-22-318270,2026-09-08,2026-10-01,2028-09-30,Club,ELLICOTTVILLE MEMORIAL POST 659 AMERICAN LEGIN INC,,6500 MAPLES RD,ELLICOTTVILLE,14731,Cattaraugus
0349-23-225064,2026-09-08,2025-10-09,2027-09-30,Club,ROTTERDAM EAGLES AERIE 3610,,23 MARIAVILLE RD,SCHENECTADY,12306,Schenectady
0370-22-231949,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,NEW DEPOT GRILL INC,GUILFOILS IRISH PUB,501 BURNET AVE,SYRACUSE,13203,Onondaga
0370-23-327268,2026-09-08,2025-10-01,2027-09-30,Food & Beverage Business,MKMPG CORPORATION,THE NINE ELEVEN TAVERN,9 11 BLOOMFIELD AVE,BUFFALO,14220,Erie
0370-24-121906,2026-09-08,2026-07-01,2028-06-30,Food & Beverage Business,Pizza Fusion Inc,Cantina La 87,8701 Northern Blvd,Jackson Heights,11372,Queens
0370-24-122143-01,2026-09-08,2026-09-08,2028-08-31,Additional Bar,MINNESOTA LONG BEACH LLC,MINNESOTA'S,959 W BEECH ST,LONG BEACH,11561,Nassau
0370-24-125472,2026-09-08,2026-09-01,2028-08-31,Food & Beverage Business,INWOOD SOCIAL CORP,EL Tanque Trattoria Bar,101 SHERMAN AVE,NEW YORK,10034,New York
0370-24-127169,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,SFL RECREATION LLC,CARREAU CLUB,68 34TH ST,BROOKLYN,11232,Kings
0370-24-127599,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,AMA RESTAURANTS LLC,BLARNEY STONE,410 8TH AVENUE,NEW YORK,10001,New York
0370-24-127599-01,2026-09-08,2026-10-01,2028-09-30,Additional Bar,AMA RESTAURANTS LLC,BLARNEY STONE,410 8TH AVENUE,NEW YORK,10001,New York
0370-24-128256,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,L C J PUB INC,THE IRISH TIMES PUB,975-B MAIN STREET,HOLBROOK,11741,Suffolk
0370-24-128256-01,2026-09-08,2026-10-01,2028-09-30,Additional Bar,L C J PUB INC,THE IRISH TIMES PUB,975-B MAIN STREET,HOLBROOK,11741,Suffolk
0370-24-129482,2026-09-08,2026-09-08,2028-08-31,Food & Beverage Business,1744 Rest Inc,The Office,1744 2nd Ave,New York,10128,New York
0370-24-131067,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,121 W 45TH ST RESTAURANT CORP,CONNOLLY'S / CONNOLLY'S PUB & RESTAURANT,121 W 45TH ST,NEW YORK,10036,New York
0370-24-131067-01,2026-09-08,2026-11-01,2028-10-31,Additional Bar,121 W 45TH ST RESTAURANT CORP,CONNOLLY'S / CONNOLLY'S PUB & RESTAURANT,121 W 45TH ST,NEW YORK,10036,New York
0370-24-131067-02,2026-09-08,2026-11-01,2028-10-31,Additional Bar,121 W 45TH ST RESTAURANT CORP,CONNOLLY'S / CONNOLLY'S PUB & RESTAURANT,121 W 45TH ST,NEW YORK,10036,New York
0370-24-131628,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,URBAN SOCCER (BROOKLYN) LLC,SOCCEROOF,14 53RD ST,BROOKLYN,11232,Kings
0370-24-133951,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,Banter Murray Hill LLC,Banter,201 E 31st St,New York,10016,New York
0370-24-225376,2026-09-08,2026-09-08,2028-08-31,Food & Beverage Business,IMPERIAL BOWLING CENTER INC,,249 WALLINS CORNERS RD,AMSTERDAM,12010,Montgomery
0370-24-229396,2026-09-08,2026-10-01,2028-09-30,Food & Beverage Business,CURTIS MANOR LLC,,10 MARK FITZGIBBONS DR,OSWEGO,13126,Oswego
0370-24-331822,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,RUSTY BUFFALO INC,RUSTY BUFFALO SPORTS PUB & GRILL,270 CENTER RD,W SENECA,14224,Erie
0370-24-331960,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,SILO CITY LLC,DUENDE AT SILO CITY,85 SILO CITY ROW,BUFFALO,14203,Erie
0370-24-333678,2026-09-08,2026-11-01,2028-10-31,Food & Beverage Business,M T POCKETS INC,,1519 HERTEL AVE,BUFFALO,14216,Erie
0370-25-101214,2026-09-08,2025-01-21,2027-01-31,Food & Beverage Business,QUEENOFSCOTS LLC,FIONA'S,562 FLATBUSH AVE,BROOKLYN,11225,Kings
0370-26-153751,2026-09-08,2026-09-08,2028-08-31,Food & Beverage Business,Honneyrang Inc,Cafe Story,160-13 Northern Blvd,Flushing,11358,Queens
0370-26-253128-01,2026-09-08,2026-09-01,2026-10-31,Additional Bar-Seasonal,"Belden Hill Golf Club, LLC",,1820 State Route 7,Harpursville,13787,Broome
0370-26-353826,2026-09-08,2026-09-08,2028-08-31,Food & Beverage Business,Peppers Entertainment LLC,Peppers,700 Military Rd Unit B,Buffalo,14216,Erie
0371-26-353710,2026-09-08,2026-04-01,2026-10-31,Summer Food & beverage business,"Majestic Hills, LLC",,3275 Shay Rd,Naples,14512,Yates
0372-23-333000,2026-09-08,2026-10-01,2027-04-30,Winter Food & Beverage Business,ROCHESTER CURLING CLUB INC,,71 DEEP ROCK ROAD,ROCHESTER,14624,Monroe
0423-22-111248,2026-09-08,2026-10-01,2028-09-30,Additional Bar,26TH STREET RESTAURANT LLC,,345 PARK AVE SOUTH,NEW YORK,10010,New York
CM-26-53699,2026-09-08,2026-09-08,2029-08-31,Combined Craft Status,Red Hook Distillery LLC,,,,,
0240-22-101682,2026-09-07,2026-10-01,2028-09-30,Restaurant,1089 LECHONERA CORP,LECHONERA POLLO SABROSO,1089 SOUTHERN BLVD,BRONX,10459,Bronx
