application_id,submitted,status,license_type,trade_name,owner,address,city,zip,county,phone
656979,2026-09-16,Pending – In Review,FB,LongHorn Steakhouse #5733,RARE HOSPITALITY INTERNATIONAL INC.,2601 N US Hwy 75,Sherman,75090,Grayson,
657023,2026-09-16,Pending – In Review,NT,,"Katy Rotary Fund, Inc",904 Avenue C,Katy,77493,Harris,
657039,2026-09-16,Pending – In Review,NT,,St. Francis of Assisi,5100 Dabney St,Houston,77026,Harris,
657044,2026-09-16,Pending – In Review,NT,,St Francis of Assisi Catholic Church,826 Cottonwood St,Abilene,79601,Taylor,
657071,2026-09-16,Pending – In Review,MB,ARROYO AUTHENTIC MEXICAN FOOD,ARROYOS RESTAURANT LLC,510 S CHERRY LANE,White Settlement,76108,Tarrant,
628678,2026-09-15,Pending – In Review,BQ,QuikTrip #4616,OKLAHOMA QUIKTRIP BEVERAGE CORPORATION,23311 Franz Rd,Katy,77493,Harris,
639585,2026-09-15,Pending – In Review,MB,Hao Hao Arbor Trails,FRESH TOFU LLC,4301 W William Cannon Dr,Austin,78749,Travis,
643481,2026-09-15,Pending – In Review,BQ,Al's Crossroads,Grace Monarch LLC,216 NW Renfro Street,Burleson,76028,Johnson,
646536,2026-09-15,Pending – In Review,MB,PLAN B BAR,"BAREZITO GROUP, LLC",1441 N Zaragoza Rd,El Paso,79936,El Paso,
646893,2026-09-15,Pending – In Review,MB,Thai Cafe,T&JO Collective LLC,7017 Crossroads Wy Suite 1110,Temple,76502,Bell,
646898,2026-09-15,Pending – In Review,FB,Thai Cafe,T&JO Collective LLC,7017 Crossroads Wy Suite 1110,Temple,76502,Bell,
647630,2026-09-15,Pending – In Review,BG,Staybridge Suites Spring - The Woodlands Area,DHILLON HOSPITALITY 1 LLC,24868 Interstate 45 N,Spring,77386,Montgomery,
648080,2026-09-15,Pending – In Review,MB,Smokeroom BBQ,Princeway Wilcrest LLC,11000 Westheimer Rd,Houston,77042,Harris,
648118,2026-09-15,Pending – In Review,FB,Smokeroom BBQ,Princeway Wilcrest LLC,11000 Westheimer Rd,Houston,77042,Harris,
648270,2026-09-15,Pending – In Review,BG,The Hive McKinney Bar,The Hive McKinney Bar,212 E Louisiana St,Mckinney,75069,Collin,
648873,2026-09-15,Pending – In Review,MB,Salty Oaks Bar & Grill,"Salty Oaks Bar & Grill LLC,",22030 FM 457 Hwy,Bay City,77414,Matagorda,
649852,2026-09-15,Pending – In Review,Q,Quick Stop Store #3,Beltway Fuels LLC,8055 North Sam Houston Pkwy W,Houston,77064,Harris,
651872,2026-09-15,Pending – In Review,BQ,TEXAS FUEL MART 107,TEXAS FUEL MART 107 LLC,516 S ADAMS STREET,Fredericksburg,78624,Gillespie,
652227,2026-09-15,Pending – In Review,P,TRUE AMERICAN PREMIUM LIQUOR,TRUE AMERICAN PREMIUM LIQUOR LLC,3115 Bunker Hill Rd,Sachse,75048,Dallas,
652408,2026-09-15,Pending – In Review,BQ,Casa Prime Premium Meats,Ama Concepts LLC,9430 Fry Rd,Cypress,77433,Harris,
652615,2026-09-15,Pending – In Review,LP,TRUE AMERICAN PREMIUM LIQUOR,TRUE AMERICAN PREMIUM LIQUOR LLC,3115 Bunker Hill Rd,Sachse,75048,Dallas,
652807,2026-09-15,Pending – In Review,LH,PLAN B BAR,"BAREZITO GROUP, LLC",1441 N Zaragoza Rd,El Paso,79936,El Paso,
653513,2026-09-15,Pending – In Review,MB,COSMIC COFFEE + BEER GARDEN,121 PICKLE PARTNERS LLC,121 PICKLE RD STE D,Austin,78704,Travis,
654741,2026-09-15,Pending – In Review,BQ,Murphy USA #8940,864 BEVERAGE INC,9009 Skillman St,Dallas,75243,Dallas,
654859,2026-09-15,Pending – In Review,BB,Johnson Brothers Maverick of Texas,Johnson Brothers of Texas Inc.,2900 Oak Springs Dr,Austin,78702,Travis,
655950,2026-09-15,Pending – In Review,BG,Viper 13,VIPER FUELS LLC,1113 US Highway 79 N,Henderson,75652,Rusk,
656042,2026-09-15,Pending – In Review,MB,R&R CraftHouse Grill,"CraftHouse Grill- Katy, LLC",6845 Peek Rd Ste 100,Katy,77449,Harris,
656055,2026-09-15,Pending – In Review,NT,,Serra International - Serra Club of Port Arthur,3617 Gulfway Dr,Port Arthur,77642,Jefferson,
656074,2026-09-15,Received,FB,Dirty Duck Coffee Company,Dirty Duck Coffee Shop LLC,514 Friendship Ln,Fredericksburg,78624,Gillespie,
656097,2026-09-15,Received,FB,Fatzo's,TexasAP5,106 N 1st St,Bangs,76823,Brown,
656194,2026-09-15,Pending – In Review,NT,,Actively Reviving Communities,3662 W Camp Wisdom Rd,Dallas,75237,Dallas,
656202,2026-09-15,Received,FB,Burattino Brick Oven Pizza,Cornerstone Venture Holdings LLC,6305 Precinct Line Rd,North Richland Hills,76180,Tarrant,
656236,2026-09-15,Pending – In Review,FB,Commodore Tavern & Terrace,Commodore Magnolia LLC,1101 W Magnolia Ave,Fort Worth,76104,Tarrant,
656244,2026-09-15,Pending – In Review,BQ,Murphy USA #7136,864 BEVERAGE INC,12500 Greenville Ave,Dallas,75243,Dallas,
656247,2026-09-15,Pending – In Review,BG,Mr Calvin,Mr Calvin LLC,6022 N Martin Luther King Ave,Hitchcock,77563,Galveston,
656259,2026-09-15,Pending – In Review,BQ,Murphy USA #7713,864 BEVERAGE INC,4011 Fry Road,Katy,77449,Harris,
656280,2026-09-15,Pending – In Review,LH,Mr Calvin,Mr Calvin LLC,6022 N Martin Luther King Ave,Hitchcock,77563,Galveston,
656284,2026-09-15,Pending – In Review,NT,,German Texan Heritage Society,507 East 10th Street,Austin,78701,Travis,
656293,2026-09-15,Pending – In Review,LP,SISSY'S BEER & LIQUOR LLC,Sissy's Beer & Liquor LLC,308 HWY 214,Denver City,79323,Yoakum,
656308,2026-09-15,Pending – In Review,MB,QUINLAN'S,TEK DELI SPORTS BAR LLC,2810 E TRINITY MILLS RD STE 201,Carrollton,75006,Dallas,
656347,2026-09-15,Pending – In Review,BG,MEI GARDEN ASIAN CUISINE,AJ FAMILY LLC,10581 S. HWY 6 STE 113,Sugar Land,77498,Fort Bend,
656454,2026-09-15,Pending – In Review,Q,QUICK STOP #4,BENRUS MARKET LLC,4110 CULEBRA RD,San Antonio,78228,Bexar,
656488,2026-09-15,Pending – In Review,FB,R&R CraftHouse Grill,"CraftHouse Grill- Katy, LLC",6845 Peek Rd Ste 100,Katy,77449,Harris,
656505,2026-09-15,Pending – In Review,FB,DAKOTA'S STEAKHOUSE HFD,"Dakota's Steakhouse HFD , LLC",1404 W 1st St,Hereford,79045,Deaf Smith,
656512,2026-09-15,Pending – In Review,MB,Little O'Neals On the Bayou,Little O'Neals on the Bayou LLC,4605 Farm to Market Rd 563,Anahuac,77514,Chambers,
656520,2026-09-15,Pending – In Review,LH,Little O'Neals On the Bayou,Little O'Neals on the Bayou LLC,4605 Farm to Market Rd 563,Anahuac,77514,Chambers,
656528,2026-09-15,Pending – In Review,FB,MEI GARDEN ASIAN CUISINE,AJ FAMILY LLC,10581 S. HWY 6 STE 113,Sugar Land,77498,Fort Bend,
656535,2026-09-15,Pending – In Review,W,Johnson Brothers Maverick of Texas,Johnson Brothers of Texas Inc.,2900 Oak Springs Dr,Austin,78702,Travis,
656540,2026-09-15,Pending – In Review,P,Alamo City Liquor,ALAMO CITY LIQUOR INC.,1014 N Main St,Boerne,78006,Kendall,
656552,2026-09-15,Pending – In Review,MB,J Alexander's Restaurant,J. ALEXANDER'S OF TEXAS LLC,1240 S Preston Rd,Prosper,75078,Collin,
656562,2026-09-15,Pending – In Review,C,2300 VALLEYVIEW LN,BHATT TRANSPORTATION LLC,2300 VALLEYVIEW LN,Irving,75019,Dallas,
656572,2026-09-15,Pending – In Review,FB,J Alexander's Restaurant,J. ALEXANDER'S OF TEXAS LLC,1240 S Preston Rd,Prosper,75078,Collin,
590919,2026-09-14,Pending – In Review,MB,LING & LOUIE'S ASIAN BAR AND GRILL,FOUR LEAF VENTURES LLC,2040 N INTERNATIONAL PKWY,Grapevine,75261,Tarrant,
595909,2026-09-14,Pending – In Review,S,Ingenium X Trading LLC,INGENIUM X TRADING LLC,8 The Green,Dover,19901,,
609740,2026-09-14,Pending – In Review,BG,Thai Zen,Thai Zen LLC,4220 W Vickery Blvd,Fort Worth,76107,Tarrant,
636378,2026-09-14,Pending – In Review,P,PINKIE'S #54,"Pinkie's, LP",548 W INTERSTATE 20,Colorado City,79512,Mitchell,
636379,2026-09-14,Pending – In Review,Q,PINKIE'S #55,"Pinkie's, LP",540 W INTERSTATE 20,Colorado City,79512,Mitchell,
639563,2026-09-14,Pending – In Review,BG,SORRENTO RISTORANTE,MEA INCORPORATED,5146 BROADWAY ST,Alamo Heights,78209,Bexar,
642520,2026-09-14,Pending – In Review,FB,South Texas Cafe & Bakery,"South Texas Cafe & Bakery, LLC",16846 I-35 N,Schertz,78154,Guadalupe,
647230,2026-09-14,Pending – In Review,G,Pur Noire Urban Wineries,NOIRE WINES LLC,802 MILAM ST STE 103,Houston,77002,Harris,
649190,2026-09-14,Pending – In Review,LH,Probably This Bar LLC,Probably This Bar LLC,3014 N US highway 83,Zapata,78076,Zapata,
649194,2026-09-14,Pending – In Review,LH,BIG Franks Tacos Cantina,BIG Franks Tacos + Cantina LLC,1567 Main St,Buda,78610,Hays,
649202,2026-09-14,Pending – In Review,FB,BIG Franks Tacos Cantina,BIG Franks Tacos + Cantina LLC,1567 Main St,Buda,78610,Hays,
649363,2026-09-14,Pending – In Review,MB,Select Start,Protocol 3 LLC,4503 Greenville Ave,Dallas,75206,Dallas,
650305,2026-09-14,Pending – In Review,BG,Charge Up 12,Pinnacle Oil & Gas Holdings TXST Inc,7601 Homestead Rd,Houston,77028,Harris,
651222,2026-09-14,Pending – In Review,MB,NAJU MYEONOK TX,"NAJU KITCHEN, INC",2625 OLD DENTON RD STE 320,Carrollton,75007,Dallas,
651234,2026-09-14,Pending – In Review,FB,NAJU MYEONOK TX,"NAJU KITCHEN, INC",2625 OLD DENTON RD STE 320,Carrollton,75007,Dallas,
651713,2026-09-14,Pending – In Review,Q,Roadtrac #40,Golden Leaf Group LLC,13710 Boudreaux Rd,Tomball,77377,Harris,
652060,2026-09-14,Pending – In Review,MB,The Halles,Tres Leches Amigos LLC,1465 N State Highway 237,Round Top,78954,Fayette,
653073,2026-09-14,Pending – In Review,BG,The Social Bistro & Smoothies,Supreme Kakes LLC,12126 Westheimer Rd suite 124,Houston,77077,Harris,
653213,2026-09-14,Pending – In Review,BQ,CHECK IN,CENTRAL PETROLEUM LLC,99 Hurst St,Center,75935,Shelby,
653263,2026-09-14,Pending – In Review,BG,Aviator Pizza & Drafthouse,AVIATOR ENTERPRISES INC.,136 Roy Rivers Rd,Elgin,78621,Bastrop,
654227,2026-09-14,Pending – In Review,MB,FANDANGO'S 1 LOUNGE & GRILL,NRMR LLC,10779 W Bellfort Ave,Houston,77099,Harris,
654258,2026-09-14,Pending – In Review,LH,FANDANGO'S 1 LOUNGE & GRILL,NRMR LLC,10779 W Bellfort Ave,Houston,77099,Harris,
655243,2026-09-14,Pending – In Review,BG,Chipotle Mexican Grill #5852,Chipotle Texas LLC,8009 TX-191,Odessa,79765,Ector,
655309,2026-09-14,Pending – In Review,BG,Chipotle Mexican Grill #5931,Chipotle Texas LLC,5830 Fry Rd,Katy,77449,Harris,
655318,2026-09-14,Pending – In Review,FB,Chipotle Mexican Grill #5931,Chipotle Texas LLC,5830 Fry Rd,Katy,77449,Harris,
655694,2026-09-14,Pending – In Review,FB,Culture Coffee TX,Coastal Brew Holdings LLC,3103 FM523,Oyster Creek,77541,Brazoria,
655725,2026-09-14,Pending – In Review,Q,Speedfast #11,"Speedfast Management, LLC",5610 Airline Dr,Houston,77076,Harris,
655726,2026-09-14,Pending – In Review,MB,Ranch Brothers Reserve,Ranch Brothers Reserve LLC,12720 SOUTHWEST FWY,Stafford,77477,Fort Bend,
655867,2026-09-14,Received,Q,7-Eleven Convenience Store #42374A,Mnish LLC,1195 W. Debbie Ln.,Mansfield,75063,Tarrant,
655894,2026-09-14,Pending – In Review,MB,Soul Goode Restaurant & Bar,Soulgoode Restaurant & Bar LLC,8586 Westheimer Rd,Houston,77063,Harris,
655903,2026-09-14,Pending – In Review,FB,Soul Goode Restaurant & Bar,Soulgoode Restaurant & Bar LLC,8586 Westheimer Rd,Houston,77063,Harris,
655955,2026-09-14,Pending – In Review,LH,Select Start,Protocol 3 LLC,4503 Greenville Ave,Dallas,75206,Dallas,
655960,2026-09-14,Pending – In Review,FB,Select Start,Protocol 3 LLC,4503 Greenville Ave,Dallas,75206,Dallas,
656001,2026-09-14,Pending – In Review,Q,WAYPOINT AT GREENHOUSE,GREENHOUSE WAYPOINT LLC,3603 Greenhouse Rd,Katy,77449,Harris,
656036,2026-09-14,Pending – In Review,NT,,Junior League of Bell County,110 E Central Ave,Temple,76501,Bell,
